vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total
1067.67,1054.14,54.14,5.41,CDI,0.0222,2.79,1027.95,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
44323.41,40674.89,20674.89,103.37,CDI,0.0222,39.79,27957.96,LCI/LCA 88.4% CDI,14.23,110000.0,104.0
14812.31,14090.47,4090.47,40.9,CDI,0.0222,17.98,11798.33,LCI/LCA 88.4% CDI,14.23,170000.0,104.0
13035.41,12580.1,2580.1,25.8,CDI,0.0222,11.8,11180.46,LCI/LCA 88.4% CDI,14.23,190000.0,104.0
1067.67,1054.14,54.14,5.41,CDI,0.0222,2.79,1027.95,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
1033.83,1026.22,26.22,2.62,CDI,0.0222,1.41,1014.1,LCI/LCA 80.6% CDI,14.23,240000.0,104.0
1139.32,1114.94,114.94,11.49,CDI,0.0222,5.64,1056.44,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1032.74,1025.37,25.37,2.54,CDI,0.0222,1.37,1013.65,LCI/LCA 80.6% CDI,14.23,240000.0,104.0
11411.24,11164.28,1164.28,11.64,CDI,0.0222,5.71,10571.42,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1068.8,1055.04,55.04,5.5,CDI,0.0222,2.84,1028.4,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
1.14,1.12,0.12,12.0,CDI,0.0222,5.71,1.06,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1141.12,1116.43,116.43,11.64,CDI,0.0222,5.71,1057.14,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1141.12,1116.43,116.43,11.64,CDI,0.0222,5.71,1057.14,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1067.67,1054.14,54.14,5.41,CDI,0.0222,2.79,1027.95,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
1303.54,1258.01,258.01,25.8,CDI,0.0222,11.8,1118.05,LCI/LCA 88.4% CDI,14.23,190000.0,104.0
1067.67,1054.14,54.14,5.41,CDI,0.0222,2.79,1027.95,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
1303.54,1258.01,258.01,25.8,CDI,0.0222,11.8,1118.05,LCI/LCA 88.4% CDI,14.23,190000.0,104.0
1141.12,1116.43,116.43,11.64,CDI,0.0222,5.71,1057.14,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1489.86,1416.38,416.38,41.64,CDI,0.0222,18.27,1182.72,LCI/LCA 88.4% CDI,14.23,170000.0,104.0
1489.86,1416.38,416.38,41.64,CDI,0.0222,18.27,1182.72,LCI/LCA 88.4% CDI,14.23,170000.0,104.0
1141.12,1116.43,116.43,11.64,CDI,0.0222,5.71,1057.14,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1581.47,1494.25,494.25,49.43,CDI,0.0222,21.28,1212.8,LCI/LCA 88.4% CDI,14.23,160000.0,104.0
1303.54,1258.01,258.01,25.8,CDI,0.0222,11.8,1118.05,LCI/LCA 88.4% CDI,14.23,190000.0,104.0
1.14,1.12,0.12,12.0,CDI,0.0222,5.71,1.06,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1303.54,1258.01,258.01,25.8,CDI,0.0222,11.8,1118.05,LCI/LCA 88.4% CDI,14.23,190000.0,104.0
1581.47,1494.25,494.25,49.43,CDI,0.0222,21.28,1212.8,LCI/LCA 88.4% CDI,14.23,160000.0,104.0
1067.67,1054.14,54.14,5.41,CDI,0.0222,2.79,1027.95,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
1141.12,1116.43,116.43,11.64,CDI,0.0222,5.71,1057.14,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1067.67,1054.14,54.14,5.41,CDI,0.0222,2.79,1027.95,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
1303.54,1258.01,258.01,25.8,CDI,0.0222,11.8,1118.05,LCI/LCA 88.4% CDI,14.23,190000.0,104.0
1489.86,1416.38,416.38,41.64,CDI,0.0222,18.27,1182.72,LCI/LCA 88.4% CDI,14.23,170000.0,104.0
1141.12,1116.43,116.43,11.64,CDI,0.0222,5.71,1057.14,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1489.86,1416.38,416.38,41.64,CDI,0.0222,18.27,1182.72,LCI/LCA 88.4% CDI,14.23,170000.0,104.0
1303.54,1258.01,258.01,25.8,CDI,0.0222,11.8,1118.05,LCI/LCA 88.4% CDI,14.23,190000.0,104.0
1141.12,1116.43,116.43,11.64,CDI,0.0222,5.71,1057.14,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1141.12,1116.43,116.43,11.64,CDI,0.0222,5.71,1057.14,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1142.93,1117.92,117.92,11.79,CDI,0.0222,5.78,1057.85,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
533835.14,527068.11,27068.11,5.41,CDI,0.0222,2.79,513972.78,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
113.93,111.49,11.49,11.49,CDI,0.0222,5.64,105.64,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
10676.7,10541.36,541.36,5.41,CDI,0.0222,2.79,10279.46,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
5338.35,5270.68,270.68,5.41,CDI,0.0222,2.79,5139.73,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
11387.17,11144.41,1144.41,11.44,CDI,0.0222,5.62,10562.02,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1067.11,1052.01,52.01,5.2,CDI,0.0222,2.77,1027.72,LCI/LCA 80.6% CDI,14.23,230000.0,104.0
6493.66,6269.61,1269.61,25.39,CDI,0.0222,11.63,5581.54,LCI/LCA 88.4% CDI,14.23,190000.0,104.0
1022.43,1017.38,17.38,1.74,CDI,0.0222,0.94,1009.38,LCI/LCA 80.6% CDI,14.23,240000.0,104.0
7406.16,7045.23,2045.23,40.9,CDI,0.0222,17.98,5899.17,LCI/LCA 88.4% CDI,14.23,170000.0,104.0
10676.7,10541.36,541.36,5.41,CDI,0.0222,2.79,10279.46,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
1069.36,1055.49,55.49,5.55,CDI,0.0222,2.86,1028.63,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
2138.73,2110.98,110.98,5.55,CDI,0.0222,2.86,2057.26,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
1069.36,1055.49,55.49,5.55,CDI,0.0222,2.86,1028.63,LCI/LCA 83.2% CDI,14.23,230000.0,104.0
1141.12,1116.43,116.43,11.64,CDI,0.0222,5.71,1057.14,LCI/LCA 85.8% CDI,14.23,220000.0,104.0
1844.24,1844.24,767.46,71.27,CDI,0.0215,24.56,1341.21,CDB CDI + 0.59%,14.22,150000.0,0.5
1844.24,1844.24,767.46,71.27,CDI,0.0215,24.56,1341.21,CDB CDI + 0.59%,14.22,150000.0,0.5
4852.97,4852.97,3806.09,363.57,IPCA,0.0215,87.02,1957.92,CDB IPCA + 9.39%,14.22,54000.0,7.98
4852.97,4852.97,3806.09,363.57,IPCA,0.0215,87.02,1957.92,CDB IPCA + 9.39%,14.22,54000.0,7.98
1219.4,1181.0,181.0,18.1,CDI,0.0222,8.72,1087.17,LCI/LCA 0.41% CDI,14.22,210000.0,0.5
1020.22,1015.67,15.67,1.57,CDI,0.0215,0.82,1008.21,LCI/LCA 80.41% CDI,14.2,250000.0,103.75
1020.22,1015.67,15.67,1.57,CDI,0.0215,0.82,1008.21,LCI/LCA 80.41% CDI,14.2,250000.0,103.75
1139.56,1115.14,115.14,11.51,CDI,0.0222,5.65,1056.48,LCI/LCA 85.59% CDI,14.2,220000.0,103.75
1.07,1.05,0.05,5.0,PRÉ,0.0222,2.77,1.03,LCI/LCA 11.0% PRÉ,14.2,230000.0,14.2
1069.21,1055.37,55.37,5.54,PRÉ,0.0222,2.86,1028.63,LCI/LCA 11.36% PRÉ,14.2,230000.0,14.2
1069.21,1055.37,55.37,5.54,PRÉ,0.0222,2.86,1028.63,LCI/LCA 11.36% PRÉ,14.2,230000.0,14.2
74460.89,70791.76,20791.76,41.58,CDI,0.0222,18.3,59149.23,LCI/LCA 88.19% CDI,14.2,170000.0,103.75
1033.75,1026.16,26.16,2.62,PRÉ,0.0222,1.41,1014.1,LCI/LCA 11.0% PRÉ,14.2,240000.0,14.2
1901.74,1790.04,632.97,54.7,PRÉ,0.0222,23.32,1426.9,LCI/LCA 12.07% PRÉ,14.2,150000.0,14.2
10337.28,10261.39,261.39,2.61,CDI,0.0222,1.41,10141.02,LCI/LCA 80.37% CDI,14.19,240000.0,103.7
11382.47,11140.54,1140.54,11.41,CDI,0.0222,5.62,10562.02,LCI/LCA 85.53% CDI,14.18,220000.0,103.67
1138.1,1110.48,110.48,11.05,PRÉ,0.0211,5.33,1053.33,LCI/LCA 11.34% PRÉ,14.17,220000.0,14.17
2304.66,2304.66,1313.79,132.59,IPCA,0.0215,41.31,1400.16,CDB IPCA + 9.33%,14.16,110000.0,7.93
2304.66,2304.66,1313.79,132.59,IPCA,0.0215,41.31,1400.16,CDB IPCA + 9.33%,14.16,110000.0,7.93
1067.33,1053.87,53.87,5.39,CDI,0.0222,2.79,1027.85,LCI/LCA 82.8% CDI,14.16,230000.0,103.5
11416.0,11168.2,1168.2,11.68,CDI,0.0222,5.74,10574.15,LCI/LCA 85.39% CDI,14.16,220000.0,103.5
7396.07,7036.66,2036.66,40.73,CDI,0.0222,17.94,5897.23,LCI/LCA 87.97% CDI,14.16,170000.0,103.5
1045.13,1034.98,34.98,3.5,CDI,0.0222,1.88,1018.78,LCI/LCA 80.21% CDI,14.16,240000.0,103.5
11404.01,11158.3,1158.3,11.58,CDI,0.0222,5.69,10569.47,LCI/LCA 85.39% CDI,14.16,220000.0,103.5
1067.9,1054.32,54.32,5.43,PRÉ,0.0222,2.81,1028.08,LCI/LCA 0.0% PRÉ,14.16,230000.0,14.16
1067.33,1052.18,52.18,5.22,CDI,0.0222,2.79,1027.85,LCI/LCA 80.21% CDI,14.16,230000.0,103.5
11386.04,11143.48,1143.48,11.43,CDI,0.0222,5.64,10564.37,LCI/LCA 85.39% CDI,14.16,220000.0,103.5
10667.74,10517.5,517.5,5.17,CDI,0.0222,2.77,10277.17,LCI/LCA 80.21% CDI,14.16,230000.0,103.5
11386.04,11108.83,1108.83,11.09,CDI,0.0222,5.64,10564.37,LCI/LCA 82.8% CDI,14.16,220000.0,103.5
52.26,51.75,1.75,3.5,PRÉ,0.0222,1.88,50.94,LCI/LCA 10.97% PRÉ,14.16,240000.0,14.16
12971.01,12525.35,2525.35,25.25,CDI,0.0222,11.63,11163.08,LCI/LCA 87.97% CDI,14.16,190000.0,103.5
11404.01,11158.3,1158.3,11.58,CDI,0.0222,5.71,10571.42,LCI/LCA 85.39% CDI,14.16,220000.0,103.5
5331.07,5256.58,256.58,5.13,CDI,0.0222,2.75,5137.44,LCI/LCA 80.21% CDI,14.16,230000.0,103.5
21346.82,21077.46,1077.46,5.39,CDI,0.0222,2.79,20558.91,LCI/LCA 0.36% CDI,14.16,230000.0,0.45
1301.91,1256.63,256.63,25.66,CDI,0.0222,11.8,1118.05,LCI/LCA 0.38% CDI,14.16,190000.0,0.45
1140.4,1115.83,115.83,11.58,CDI,0.0222,5.71,1057.14,LCI/LCA 85.39% CDI,14.16,220000.0,103.5
1217.19,1179.18,179.18,17.92,CDI,0.0222,8.67,1086.68,LCI/LCA 85.39% CDI,14.16,210000.0,103.5
1301.91,1256.63,256.63,25.66,CDI,0.0222,11.8,1118.05,LCI/LCA 0.38% CDI,14.16,190000.0,0.45
1140.4,1115.83,115.83,11.58,CDI,0.0222,5.71,1057.14,LCI/LCA 85.39% CDI,14.16,220000.0,103.5
1217.19,1179.18,179.18,17.92,CDI,0.0222,8.67,1086.68,LCI/LCA 85.39% CDI,14.16,210000.0,103.5
266833.58,263466.86,13466.86,5.39,CDI,0.0222,2.79,256986.39,LCI/LCA 82.8% CDI,14.16,230000.0,103.5
1011.1,1008.6,8.6,0.86,CDI,0.0222,0.47,1004.68,LCI/LCA 80.21% CDI,14.16,250000.0,103.5
6485.5,6262.68,1262.68,25.25,CDI,0.0222,11.63,5581.54,LCI/LCA 87.97% CDI,14.16,190000.0,103.5
2070.59,2054.7,54.7,2.74,CDI,0.0222,1.48,2029.56,LCI/LCA 80.21% CDI,14.16,240000.0,103.5
11404.01,11158.3,1158.3,11.58,CDI,0.0222,5.71,10571.42,LCI/LCA 85.39% CDI,14.16,220000.0,103.5
2119.87,2119.87,1134.37,115.11,IPCA,0.0222,38.28,1362.71,CDB IPCA + 11.26%,14.16,120000.0,9.57
1485.06,1412.3,412.3,41.23,PRÉ,0.0222,18.15,1181.54,LCI/LCA 12.03% PRÉ,14.15,170000.0,14.15
5704.64,5581.33,581.33,11.63,CDI,0.0222,5.74,5286.88,LCI/LCA 85.35% CDI,14.15,220000.0,103.45
1140.93,1116.27,116.27,11.63,CDI,0.0222,5.74,1057.38,LCI/LCA 85.35% CDI,14.15,220000.0,103.45
1045.65,1035.38,35.38,3.54,PRÉ,0.0222,1.91,1019.07,LCI/LCA 10.97% PRÉ,14.15,240000.0,14.15
1300.29,1272.71,130.01,11.38,PRÉ,0.0222,5.62,1206.92,LCI/LCA 11.67% PRÉ,14.15,220000.0,14.15
1318.02,1287.0,146.23,12.82,PRÉ,0.0222,6.3,1212.68,LCI/LCA 11.67% PRÉ,14.15,220000.0,14.15
1316.88,1285.37,148.57,13.07,PRÉ,0.0222,6.42,1209.8,LCI/LCA 11.67% PRÉ,14.15,220000.0,14.15
1289.19,1251.61,177.19,16.49,PRÉ,0.0222,8.02,1160.57,LCI/LCA 11.67% PRÉ,14.15,210000.0,14.15
1497.55,1442.5,259.53,21.94,PRÉ,0.0222,10.5,1307.13,LCI/LCA 11.67% PRÉ,14.15,200000.0,14.15
1507.36,1448.26,278.61,23.82,PRÉ,0.0222,11.33,1302.21,LCI/LCA 11.67% PRÉ,14.15,190000.0,14.15
13014.5,12562.32,2562.32,25.62,CDI,0.0222,11.76,11176.32,LCI/LCA 87.86% CDI,14.14,190000.0,103.37
2855.9,2855.9,1802.62,171.14,IPCA,0.0222,52.55,1606.78,CDB IPCA + 11.25%,14.14,92000.0,9.56
1010.01,1007.76,7.76,0.78,CDI,0.0215,0.41,1004.1,LCI/LCA 80.02% CDI,14.12,250000.0,103.25
1010.01,1007.76,7.76,0.78,CDI,0.0215,0.41,1004.1,LCI/LCA 80.02% CDI,14.12,250000.0,103.25
9125.85,9125.85,8072.22,766.13,IPCA,0.0215,142.73,2557.5,CDB IPCA + 9.28%,14.12,29000.0,7.89
9125.85,9125.85,8072.22,766.13,IPCA,0.0215,142.73,2557.5,CDB IPCA + 9.28%,14.12,29000.0,7.89
65052.59,62794.7,12794.7,25.59,CDI,0.0222,11.8,55902.3,LCI/LCA 87.76% CDI,14.12,190000.0,103.25
1301.05,1255.89,255.89,25.59,CDI,0.0222,11.8,1118.05,LCI/LCA 87.76% CDI,14.12,190000.0,103.25
1301.05,1255.89,255.89,25.59,CDI,0.0222,11.8,1118.05,LCI/LCA 87.76% CDI,14.12,190000.0,103.25
5984.81,5984.81,4876.62,440.05,IPCA,0.0215,100.02,2216.59,CDB IPCA + 9.27%,14.11,46000.0,7.88
5984.81,5984.81,4876.62,440.05,IPCA,0.0215,100.02,2216.59,CDB IPCA + 9.27%,14.11,46000.0,7.88
1067.1,1053.68,53.68,5.37,PRÉ,0.0222,2.79,1027.95,LCI/LCA 11.29% PRÉ,14.11,230000.0,14.11
10670.58,10536.47,536.47,5.36,PRÉ,0.0222,2.79,10278.51,LCI/LCA 11.28% PRÉ,14.1,230000.0,14.1
1067.06,1053.65,53.65,5.36,PRÉ,0.0222,2.79,1027.85,LCI/LCA 11.28% PRÉ,14.1,230000.0,14.1
1033.53,1025.98,25.98,2.6,PRÉ,0.0222,1.41,1014.05,LCI/LCA 10.93% PRÉ,14.1,240000.0,14.1
2877.35,2877.35,1813.79,170.54,IPCA,0.0222,52.58,1622.82,CDB IPCA + 117.65%,14.1,92000.0,9.52
1033.53,1025.98,25.98,2.6,PRÉ,0.0222,1.41,1014.1,LCI/LCA 10.93% PRÉ,14.1,240000.0,14.1
1320.48,1292.25,112.93,9.58,PRÉ,0.0222,4.92,1237.32,LCI/LCA 11.28% PRÉ,14.1,220000.0,14.1
1563.72,1530.14,134.32,9.62,PRÉ,0.0222,4.94,1464.79,LCI/LCA 11.28% PRÉ,14.1,220000.0,14.1
1299.33,1269.62,118.87,10.33,PRÉ,0.0222,5.29,1211.65,LCI/LCA 11.28% PRÉ,14.1,220000.0,14.1
1297.25,1266.5,122.99,10.76,PRÉ,0.0222,5.5,1206.43,LCI/LCA 11.28% PRÉ,14.1,220000.0,14.1
1305.51,1275.5,141.46,12.47,PRÉ,0.0222,6.16,1203.92,LCI/LCA 11.63% PRÉ,14.1,220000.0,14.1
1326.54,1295.94,144.23,12.52,PRÉ,0.0222,6.19,1222.94,LCI/LCA 11.63% PRÉ,14.1,220000.0,14.1
1313.91,1282.05,150.22,13.27,PRÉ,0.0222,6.54,1205.84,LCI/LCA 11.63% PRÉ,14.1,220000.0,14.1
1331.74,1298.5,156.71,13.72,PRÉ,0.0222,6.75,1218.9,LCI/LCA 11.63% PRÉ,14.1,210000.0,14.1
1310.05,1275.71,161.88,14.53,PRÉ,0.0222,7.13,1193.28,LCI/LCA 11.63% PRÉ,14.1,210000.0,14.1
2200.78,2138.33,294.41,15.97,PRÉ,0.0222,7.8,1987.79,LCI/LCA 11.63% PRÉ,14.1,210000.0,14.1
1387.06,1347.49,186.56,16.07,PRÉ,0.0222,7.85,1252.06,LCI/LCA 11.63% PRÉ,14.1,210000.0,14.1
1408.79,1368.05,192.02,16.33,PRÉ,0.0222,7.97,1269.76,LCI/LCA 11.63% PRÉ,14.1,210000.0,14.1
1283.01,1243.77,185.0,17.47,PRÉ,0.0222,8.5,1148.76,LCI/LCA 11.63% PRÉ,14.1,210000.0,14.1
1303.02,1261.01,198.04,18.63,PRÉ,0.0222,9.03,1158.98,LCI/LCA 11.63% PRÉ,14.1,200000.0,14.1
1139.85,1115.38,115.38,11.54,CDI,0.0222,5.71,1057.14,LCI/LCA 0.33% CDI,14.1,220000.0,0.4
3209.74,3209.74,2213.54,222.2,IPCA,0.0215,61.87,1612.53,CDB IPCA + 9.25%,14.09,78000.0,7.86
3209.74,3209.74,2213.54,222.2,IPCA,0.0215,61.87,1612.53,CDB IPCA + 9.25%,14.09,78000.0,7.86
1031.88,1024.7,24.7,2.47,CDI,0.0222,1.34,1013.38,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
1140.87,1116.22,116.22,11.62,CDI,0.0222,5.74,1057.42,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1067.0,1053.6,53.6,5.36,CDI,0.0222,2.79,1027.85,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
6501.12,6275.95,1275.95,25.52,CDI,0.0222,11.76,5588.16,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
1475.65,1404.3,404.3,40.43,CDI,0.0222,17.92,1179.19,LCI/LCA 87.55% CDI,14.09,170000.0,103.0
11408.7,11162.18,1162.18,11.62,CDI,0.0222,5.74,10574.15,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
6484.14,6261.52,1261.52,25.23,CDI,0.0222,11.64,5581.97,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
1067.56,1054.05,54.05,5.4,CDI,0.0222,2.81,1028.08,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
1296.83,1252.3,252.3,25.23,CDI,0.0222,11.64,1116.39,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
21351.13,21080.91,1080.91,5.4,CDI,0.0222,2.81,20561.58,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
1137.89,1110.31,110.31,11.03,CDI,0.0222,5.62,1056.24,LCI/LCA 82.4% CDI,14.09,220000.0,103.0
5689.45,5568.8,568.8,11.38,CDI,0.0222,5.62,5281.22,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
10675.57,10540.45,540.45,5.4,CDI,0.0222,2.81,10280.79,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
1044.91,1034.8,34.8,3.48,CDI,0.0222,1.88,1018.78,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
13009.03,12557.68,2557.68,25.58,CDI,0.0222,11.79,11178.79,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
84617.48,79424.86,29424.86,58.85,CDI,0.0222,25.06,62529.13,LCI/LCA 87.55% CDI,14.09,150000.0,103.0
548399.02,536241.68,57313.17,11.97,CDI,0.0222,5.93,507309.26,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
11396.77,11152.34,1152.34,11.52,CDI,0.0222,5.71,10571.42,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
10334.97,10259.6,259.6,2.6,CDI,0.0222,1.41,10141.02,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
5692.43,5571.25,571.25,11.43,CDI,0.0222,5.67,5283.36,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
29683.23,28230.74,8230.74,41.15,CDI,0.0222,18.27,23654.43,LCI/LCA 87.55% CDI,14.09,170000.0,103.0
1056.45,1043.75,43.75,4.38,CDI,0.0222,2.36,1023.61,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
6504.52,6278.84,1278.84,25.58,CDI,0.0222,11.83,5591.47,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
21339.97,21071.98,1071.98,5.36,CDI,0.0222,2.79,20558.91,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
5334.99,5267.99,267.99,5.36,CDI,0.0222,2.79,5139.73,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
11378.9,11103.12,1103.12,11.03,CDI,0.0222,5.64,10564.37,LCI/LCA 82.4% CDI,14.09,220000.0,103.0
1044.91,1034.8,34.8,3.48,CDI,0.0222,1.88,1018.85,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
11378.9,11137.6,1137.6,11.38,CDI,0.0222,5.64,10564.37,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
21339.97,21071.98,1071.98,5.36,CDI,0.0222,2.79,20558.91,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
1067.0,1053.6,53.6,5.36,CDI,0.0222,2.79,1027.95,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
10669.98,10535.99,535.99,5.36,CDI,0.0222,2.79,10279.46,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
1033.5,1025.96,25.96,2.6,CDI,0.0222,1.41,1014.1,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
5162.08,5125.61,125.61,2.51,CDI,0.0222,1.37,5068.26,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1300.9,1255.77,255.77,25.58,CDI,0.0222,11.83,1118.29,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
1033.5,1025.96,25.96,2.6,CDI,0.0222,1.41,1014.1,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
1300.22,1255.19,255.19,25.52,CDI,0.0222,11.8,1118.05,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
1300.22,1255.19,255.19,25.52,CDI,0.0222,11.8,1118.05,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
1067.0,1053.6,53.6,5.36,CDI,0.0222,2.79,1027.95,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1216.03,1178.23,178.23,17.82,CDI,0.0222,8.67,1086.68,LCI/LCA 84.97% CDI,14.09,210000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1033.5,1025.96,25.96,2.6,CDI,0.0222,1.41,1014.1,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
1033.5,1025.96,25.96,2.6,CDI,0.0222,1.41,1014.1,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1300.22,1255.19,255.19,25.52,CDI,0.0222,11.8,1118.05,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1300.22,1255.19,255.19,25.52,CDI,0.0222,11.8,1118.05,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
1067.0,1053.6,53.6,5.36,CDI,0.0222,2.79,1027.95,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
1033.5,1025.96,25.96,2.6,CDI,0.0222,1.41,1014.1,LCI/LCA 79.83% CDI,14.09,240000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
1216.03,1178.23,178.23,17.82,CDI,0.0222,8.67,1086.68,LCI/LCA 84.97% CDI,14.09,210000.0,103.0
1139.68,1115.23,115.23,11.52,CDI,0.0222,5.71,1057.14,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
84573.24,79387.25,29387.25,58.77,CDI,0.0222,25.03,62515.23,LCI/LCA 87.55% CDI,14.09,150000.0,103.0
1300.9,1255.77,255.77,25.58,CDI,0.0222,11.83,1118.29,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
106.7,105.36,5.36,5.36,CDI,0.0222,2.79,102.79,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
10669.98,10535.99,535.99,5.36,CDI,0.0222,2.79,10279.46,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
10669.98,10535.99,535.99,5.36,CDI,0.0222,2.79,10279.46,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
5334.99,5267.99,267.99,5.36,CDI,0.0222,2.79,5139.73,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
5334.99,5267.99,267.99,5.36,CDI,0.0222,2.79,5139.73,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
10669.98,10535.99,535.99,5.36,CDI,0.0222,2.79,10279.46,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
5334.99,5267.99,267.99,5.36,CDI,0.0222,2.79,5139.73,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
5686.48,5566.34,566.34,11.33,CDI,0.0222,5.62,5281.01,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
64.77,62.56,12.56,25.12,CDI,0.0222,11.63,55.82,LCI/LCA 87.55% CDI,14.09,190000.0,103.0
5334.99,5267.99,267.99,5.36,CDI,0.0222,2.79,5139.73,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
21339.97,21071.98,1071.98,5.36,CDI,0.0222,2.79,20558.91,LCI/LCA 82.4% CDI,14.09,230000.0,103.0
5686.48,5566.34,566.34,11.33,CDI,0.0222,5.62,5281.01,LCI/LCA 84.97% CDI,14.09,220000.0,103.0
