tir,vir,dc,du,rbd,rbm,rba,rbp,rlp,rld,rlm,rla
22.5,890.9,58,39,0.05028,1.0612,13.5,1.98,1.53,0.039051,0.82,10.34
22.5,68.89,90,60,0.05028,1.0612,13.5,3.06,2.37,0.039096,0.82,10.35
20.0,13.07,183,126,0.050264,1.0609,13.5,6.54,5.23,0.04046,0.85,10.73
17.5,23.23,365,248,0.050264,1.0609,13.5,13.27,10.95,0.041906,0.88,11.14
15.0,43.23,734,504,0.050264,1.0609,13.5,28.82,24.5,0.043487,0.92,11.58
17.5,117.63,366,251,0.050264,1.0609,13.5,13.44,11.09,0.041911,0.88,11.14
17.5,235.25,366,251,0.050264,1.0609,13.5,13.44,11.09,0.041911,0.88,11.14
20.0,129.66,182,125,0.050264,1.0609,13.5,6.48,5.19,0.040458,0.85,10.73
17.5,468.67,365,250,0.05028,1.0612,13.5,13.39,11.05,0.041923,0.88,11.14
22.5,45.7,57,40,0.05028,1.0612,13.5,2.03,1.57,0.039053,0.82,10.34
15.0,21.19,721,495,0.05028,1.0612,13.5,28.25,24.01,0.043489,0.92,11.58
22.5,3.68,90,64,0.050264,1.0609,13.5,3.27,2.53,0.039092,0.82,10.35
22.5,49.15,60,43,0.050264,1.0609,13.5,2.18,1.69,0.039046,0.82,10.34
22.5,145.91,180,125,0.05028,1.0612,13.5,6.49,5.03,0.039237,0.83,10.39
22.5,4.91,60,43,0.050264,1.0609,13.5,2.18,1.69,0.039046,0.82,10.34
22.5,9.7,120,84,0.050264,1.0609,13.5,4.31,3.34,0.039136,0.83,10.36
22.5,7.35,90,64,0.050264,1.0609,13.5,3.27,2.53,0.039092,0.82,10.35
22.5,7.35,90,64,0.050264,1.0609,13.5,3.27,2.53,0.039092,0.82,10.35
17.5,23.43,365,250,0.05028,1.0612,13.5,13.39,11.05,0.041923,0.88,11.14
22.5,9.7,120,84,0.05028,1.0612,13.5,4.31,3.34,0.039149,0.83,10.37
22.5,4.92,60,43,0.05028,1.0612,13.5,2.19,1.69,0.039059,0.82,10.34
22.5,7.36,90,64,0.05028,1.0612,13.5,3.27,2.53,0.039105,0.82,10.35
0.0,0.0,1825,1257,0.05028,1.0612,13.5,88.11,88.11,0.05028,1.06,13.5
0.0,0.0,1813,1247,0.05028,1.0612,13.5,87.17,87.17,0.05028,1.06,13.5
17.5,23.43,365,250,0.05028,1.0612,13.5,13.39,11.05,0.041923,0.88,11.14
0.0,0.0,1820,1252,0.05028,1.0612,13.5,87.64,87.64,0.05028,1.06,13.5
0.0,0.0,1813,1247,0.05028,1.0612,13.5,87.17,87.17,0.05028,1.06,13.5
0.0,0.0,1820,1252,0.05028,1.0612,13.5,87.64,87.64,0.05028,1.06,13.5
22.5,7.35,90,64,0.050264,1.0609,13.5,3.27,2.53,0.039092,0.82,10.35
22.5,4.91,60,43,0.050264,1.0609,13.5,2.18,1.69,0.039046,0.82,10.34
22.5,9.7,120,84,0.050264,1.0609,13.5,4.31,3.34,0.039136,0.83,10.36
22.5,7.35,90,64,0.050264,1.0609,13.5,3.27,2.53,0.039092,0.82,10.35
17.5,23.43,365,250,0.05028,1.0612,13.5,13.39,11.05,0.041923,0.88,11.14
22.5,7.36,90,64,0.05028,1.0612,13.5,3.27,2.53,0.039105,0.82,10.35
0.0,0.0,1813,1247,0.05028,1.0612,13.5,87.17,87.17,0.05028,1.06,13.5
22.5,4.92,60,43,0.05028,1.0612,13.5,2.19,1.69,0.039059,0.82,10.34
17.5,23.43,365,250,0.05028,1.0612,13.5,13.39,11.05,0.041923,0.88,11.14
0.0,0.0,1825,1257,0.05028,1.0612,13.5,88.11,88.11,0.05028,1.06,13.5
0.0,0.0,1820,1252,0.05028,1.0612,13.5,87.64,87.64,0.05028,1.06,13.5
22.5,9.7,120,84,0.05028,1.0612,13.5,4.31,3.34,0.039149,0.83,10.37
22.5,7.24,88,63,0.05028,1.0612,13.5,3.22,2.49,0.039103,0.82,10.35
22.5,49.16,60,43,0.05028,1.0612,13.5,2.19,1.69,0.039059,0.82,10.34
17.5,246.64,718,494,0.05028,1.0612,13.5,28.19,23.25,0.042333,0.89,11.26
17.5,23.43,365,250,0.050264,1.0609,13.5,13.39,11.04,0.041909,0.88,11.14
20.0,128.59,181,124,0.050264,1.0609,13.5,6.43,5.14,0.040456,0.85,10.73
22.5,5.26,65,46,0.05028,1.0612,13.5,2.34,1.81,0.039066,0.82,10.34
15.0,42.76,727,499,0.05028,1.0612,13.5,28.51,24.23,0.043495,0.92,11.58
15.0,43.1,733,503,0.050229,1.0601,13.49,28.74,24.42,0.043455,0.92,11.57
22.5,7.35,91,64,0.050229,1.0601,13.49,3.27,2.53,0.039065,0.82,10.34
0.0,0.0,3223,2216,0.050175,1.059,13.47,203.92,203.92,0.050175,1.06,13.47
0.0,0.0,3223,2216,0.050175,1.059,13.47,203.92,203.92,0.050175,1.06,13.47
22.5,96.8,120,84,0.050159,1.0586,13.47,4.3,3.33,0.039054,0.82,10.34
17.5,234.73,366,251,0.050159,1.0586,13.47,13.41,11.07,0.041823,0.88,11.11
22.5,14.56,180,125,0.050159,1.0586,13.47,6.47,5.01,0.039142,0.83,10.36
17.5,23.37,365,250,0.050153,1.0585,13.47,13.35,11.02,0.041816,0.88,11.11
22.5,2.38,30,21,0.050153,1.0585,13.47,1.06,0.82,0.038912,0.82,10.3
17.5,23.37,365,250,0.050153,1.0585,13.47,13.35,11.02,0.041816,0.88,11.11
22.5,2.38,30,21,0.050153,1.0585,13.47,1.06,0.82,0.038912,0.82,10.3
17.5,467.41,365,250,0.050153,1.0585,13.47,13.35,11.02,0.041816,0.88,11.11
20.0,12.94,182,125,0.050159,1.0586,13.47,6.47,5.18,0.040373,0.85,10.71
17.5,231.75,361,248,0.050159,1.0586,13.47,13.24,10.93,0.041817,0.88,11.11
0.0,0.0,1886,1295,0.050138,1.0582,13.46,91.39,91.39,0.050138,1.06,13.46
0.0,0.0,1886,1295,0.050138,1.0582,13.46,91.39,91.39,0.050138,1.06,13.46
22.5,9.67,120,84,0.050124,1.0579,13.46,4.3,3.33,0.039026,0.82,10.33
20.0,12.92,181,125,0.050089,1.0571,13.45,6.46,5.17,0.040317,0.85,10.69
15.0,236.91,2666,1834,0.050077,1.0569,13.45,150.47,127.9,0.044926,0.95,11.98
20.0,64.06,181,124,0.050089,1.0571,13.45,6.41,5.13,0.040315,0.85,10.69
0.0,0.0,3121,2149,0.050077,1.0569,13.45,193.26,193.26,0.050077,1.06,13.45
22.5,12.14,150,105,0.050054,1.0564,13.44,5.39,4.18,0.039017,0.82,10.33
17.5,2463.54,720,496,0.050026,1.0558,13.43,28.15,23.23,0.042118,0.89,11.2
17.5,115.05,362,247,0.050026,1.0558,13.43,13.15,10.85,0.041704,0.88,11.08
22.5,71.98,180,124,0.050026,1.0558,13.43,6.4,4.96,0.039036,0.82,10.33
22.5,7.09,90,62,0.050026,1.0558,13.43,3.15,2.44,0.038903,0.82,10.3
22.5,46.61,60,41,0.050026,1.0558,13.43,2.07,1.61,0.038857,0.82,10.29
20.0,13.11,184,127,0.050019,1.0557,13.43,6.56,5.25,0.040264,0.85,10.68
0.0,0.0,1052,726,0.050026,1.0558,13.43,43.78,43.78,0.050026,1.06,13.43
0.0,0.0,1609,1105,0.04999,1.0551,13.42,73.72,73.72,0.04999,1.06,13.42
0.0,0.0,1609,1105,0.04999,1.0551,13.42,73.72,73.72,0.04999,1.06,13.42
0.0,0.0,2677,1836,0.04999,1.0551,13.42,150.32,150.32,0.04999,1.06,13.42
0.0,0.0,3162,2173,0.04999,1.0551,13.42,196.24,196.24,0.04999,1.06,13.42
0.0,0.0,2677,1836,0.04999,1.0551,13.42,150.32,150.32,0.04999,1.06,13.42
0.0,0.0,3162,2173,0.04999,1.0551,13.42,196.24,196.24,0.04999,1.06,13.42
15.0,97.73,1461,1004,0.049984,1.0549,13.42,65.15,55.38,0.043905,0.93,11.7
0.0,0.0,30,21,0.049995,1.0552,13.42,1.06,1.06,0.049995,1.06,13.42
0.0,0.0,30,21,0.049995,1.0552,13.42,1.06,1.06,0.049995,1.06,13.42
22.5,48.87,60,43,0.049984,1.0549,13.42,2.17,1.68,0.038829,0.82,10.28
0.0,0.0,1358,934,0.049931,1.0538,13.41,59.4,59.4,0.049931,1.05,13.41
0.0,0.0,1661,1144,0.049931,1.0538,13.41,77.02,77.02,0.049931,1.05,13.41
0.0,0.0,1661,1144,0.049931,1.0538,13.41,77.02,77.02,0.049931,1.05,13.41
0.0,0.0,1358,934,0.049931,1.0538,13.41,59.4,59.4,0.049931,1.05,13.41
0.0,0.0,5201,3574,0.049916,1.0535,13.4,495.09,495.09,0.049916,1.05,13.4
0.0,0.0,3436,2362,0.049916,1.0535,13.4,225.02,225.02,0.049916,1.05,13.4
0.0,0.0,5201,3574,0.049916,1.0535,13.4,495.09,495.09,0.049916,1.05,13.4
0.0,0.0,3436,2362,0.049916,1.0535,13.4,225.02,225.02,0.049916,1.05,13.4
17.5,23.15,366,249,0.049914,1.0534,13.4,13.23,10.92,0.041613,0.88,11.05
17.5,117.25,371,252,0.049914,1.0534,13.4,13.4,11.06,0.041618,0.88,11.06
22.5,23.7,30,21,0.049914,1.0534,13.4,1.05,0.82,0.038726,0.82,10.25
22.5,2.37,30,21,0.049914,1.0534,13.4,1.05,0.82,0.038726,0.82,10.25
22.5,7.3,90,64,0.049914,1.0534,13.4,3.25,2.52,0.038819,0.82,10.27
22.5,2.37,30,21,0.049914,1.0534,13.4,1.05,0.82,0.038726,0.82,10.25
22.5,7.3,90,64,0.049914,1.0534,13.4,3.25,2.52,0.038819,0.82,10.27
20.0,12.87,182,125,0.049914,1.0534,13.4,6.44,5.15,0.040175,0.85,10.65
22.5,70.65,90,62,0.049879,1.0527,13.39,3.14,2.43,0.038788,0.82,10.27
22.5,4.87,60,43,0.049844,1.052,13.38,2.17,1.68,0.038719,0.82,10.25
0.0,0.0,4381,3010,0.049805,1.0511,13.37,347.61,347.61,0.049805,1.05,13.37
0.0,0.0,4806,3301,0.049805,1.0511,13.37,417.4,417.4,0.049805,1.05,13.37
0.0,0.0,4381,3010,0.049805,1.0511,13.37,347.61,347.61,0.049805,1.05,13.37
0.0,0.0,4806,3301,0.049805,1.0511,13.37,417.4,417.4,0.049805,1.05,13.37
17.5,230.03,361,248,0.049809,1.0512,13.37,13.14,10.84,0.041523,0.88,11.03
17.5,230.03,361,248,0.049809,1.0512,13.37,13.14,10.84,0.041523,0.88,11.03
17.5,116.49,366,251,0.049809,1.0512,13.37,13.31,10.98,0.041528,0.88,11.03
17.5,23.0,361,248,0.049809,1.0512,13.37,13.14,10.84,0.041523,0.88,11.03
22.5,7.17,90,63,0.049809,1.0512,13.37,3.19,2.47,0.038735,0.82,10.25
22.5,44.09,58,39,0.049772,1.0504,13.36,1.96,1.52,0.038655,0.81,10.23
22.5,9.37,120,82,0.049772,1.0504,13.36,4.16,3.23,0.038747,0.82,10.25
20.0,12.94,183,126,0.049772,1.0504,13.36,6.47,5.18,0.040062,0.84,10.62
15.0,163.59,2158,1482,0.049774,1.0505,13.36,109.06,92.7,0.044273,0.93,11.8
20.0,256.7,181,125,0.049772,1.0504,13.36,6.42,5.13,0.04006,0.84,10.62
15.0,336.57,1080,745,0.049772,1.0504,13.36,44.88,38.14,0.043383,0.92,11.55
20.0,256.7,181,125,0.049772,1.0504,13.36,6.42,5.13,0.04006,0.84,10.62
22.5,24.77,31,22,0.049772,1.0504,13.36,1.1,0.85,0.038619,0.81,10.22
0.0,0.0,1456,1002,0.049772,1.0504,13.36,64.64,64.64,0.049772,1.05,13.36
22.5,9.6,120,84,0.049772,1.0504,13.36,4.27,3.31,0.038751,0.82,10.26
0.0,0.0,1460,1005,0.049772,1.0504,13.36,64.89,64.89,0.049772,1.05,13.36
0.0,0.0,1456,1002,0.049772,1.0504,13.36,64.64,64.64,0.049772,1.05,13.36
15.0,42.56,730,502,0.049772,1.0504,13.36,28.38,24.12,0.043052,0.91,11.46
22.5,7.28,90,64,0.049772,1.0504,13.36,3.24,2.51,0.038709,0.82,10.24
22.5,0.01,90,64,0.049772,1.0504,13.36,3.24,2.51,0.038709,0.82,10.24
0.0,0.0,1456,1002,0.049772,1.0504,13.36,64.64,64.64,0.049772,1.05,13.36
0.0,0.0,1456,1002,0.049772,1.0504,13.36,64.64,64.64,0.049772,1.05,13.36
22.5,7.28,90,64,0.049772,1.0504,13.36,3.24,2.51,0.038709,0.82,10.24
0.0,0.0,1456,1002,0.049772,1.0504,13.36,64.64,64.64,0.049772,1.05,13.36
15.0,42.56,730,502,0.049772,1.0504,13.36,28.38,24.12,0.043052,0.91,11.46
0.0,0.0,1460,1005,0.049772,1.0504,13.36,64.89,64.89,0.049772,1.05,13.36
22.5,0.01,90,64,0.049772,1.0504,13.36,3.24,2.51,0.038709,0.82,10.24
0.0,0.0,1456,1002,0.049772,1.0504,13.36,64.64,64.64,0.049772,1.05,13.36
22.5,9.6,120,84,0.049772,1.0504,13.36,4.27,3.31,0.038751,0.82,10.26
20.0,130.78,360,247,0.049772,1.0504,13.36,13.08,10.46,0.040293,0.85,10.69
20.0,63.65,181,124,0.049772,1.0504,13.36,6.36,5.09,0.040059,0.84,10.62
17.5,114.92,361,248,0.049772,1.0504,13.36,13.13,10.84,0.041492,0.87,11.02
15.0,209.47,721,495,0.049772,1.0504,13.36,27.93,23.74,0.043043,0.91,11.45
15.0,336.03,1080,744,0.049772,1.0504,13.36,44.8,38.08,0.043382,0.91,11.55
15.0,478.06,1440,991,0.049772,1.0504,13.36,63.74,54.18,0.043698,0.92,11.64
15.0,638.67,1800,1238,0.049772,1.0504,13.36,85.16,72.38,0.043996,0.93,11.72
0.0,0.0,1095,755,0.049772,1.0504,13.36,45.6,45.6,0.049772,1.05,13.36
0.0,0.0,425,292,0.049772,1.0504,13.36,15.64,15.64,0.049772,1.05,13.36
22.5,2.7,35,24,0.049772,1.0504,13.36,1.2,0.93,0.038623,0.81,10.22
15.0,42.72,734,504,0.049739,1.0497,13.35,28.48,24.21,0.043026,0.91,11.45
15.0,67.15,1080,744,0.049739,1.0497,13.35,44.77,38.05,0.043352,0.91,11.54
15.0,1301.14,1826,1256,0.049739,1.0497,13.35,86.74,73.73,0.043986,0.93,11.72
0.0,0.0,3122,2150,0.049749,1.0499,13.35,191.34,191.34,0.049749,1.05,13.35
17.5,23.17,365,250,0.049739,1.0497,13.35,13.24,10.92,0.041467,0.87,11.01
17.5,23.17,365,250,0.049739,1.0497,13.35,13.24,10.92,0.041467,0.87,11.01
17.5,23.17,365,250,0.049739,1.0497,13.35,13.24,10.92,0.041467,0.87,11.01
20.0,12.72,181,124,0.049739,1.0497,13.35,6.36,5.09,0.040031,0.84,10.61
22.5,2.36,30,21,0.049704,1.049,13.34,1.05,0.81,0.038563,0.81,10.2
15.0,82.32,1279,881,0.049669,1.0482,13.33,54.88,46.65,0.043467,0.92,11.57
20.0,6.35,181,124,0.049669,1.0482,13.33,6.35,5.08,0.039975,0.84,10.6
22.5,21.99,58,39,0.049645,1.0477,13.32,1.95,1.51,0.038556,0.81,10.2
22.5,285.65,179,124,0.049645,1.0477,13.32,6.35,4.92,0.038736,0.82,10.25
0.0,0.0,2341,1606,0.049582,1.0464,13.31,121.69,121.69,0.049582,1.05,13.31
0.0,0.0,2341,1606,0.049582,1.0464,13.31,121.69,121.69,0.049582,1.05,13.31
0.0,0.0,2341,1606,0.049582,1.0464,13.31,121.69,121.69,0.049582,1.05,13.31
0.0,0.0,2341,1606,0.049582,1.0464,13.31,121.69,121.69,0.049582,1.05,13.31
15.0,67.14,1084,746,0.049599,1.0468,13.31,44.76,38.05,0.043229,0.91,11.51
17.5,463.88,366,251,0.049599,1.0468,13.31,13.25,10.93,0.041351,0.87,10.98
20.0,12.67,181,124,0.049563,1.046,13.3,6.34,5.07,0.039889,0.84,10.57
17.5,22.88,365,248,0.049563,1.046,13.3,13.08,10.79,0.041316,0.87,10.97
15.0,42.55,734,504,0.049563,1.046,13.3,28.37,24.11,0.042872,0.9,11.41
22.5,9.56,120,84,0.049563,1.046,13.3,4.25,3.29,0.038588,0.81,10.21
20.0,127.79,182,125,0.049563,1.046,13.3,6.39,5.11,0.039891,0.84,10.57
17.5,23.08,365,250,0.049563,1.046,13.3,13.19,10.88,0.04132,0.87,10.97
20.0,12.78,181,125,0.049563,1.046,13.3,6.39,5.11,0.039891,0.84,10.57
22.5,7.25,90,64,0.049563,1.046,13.3,3.22,2.5,0.038546,0.81,10.2
17.5,23.08,365,250,0.049563,1.046,13.3,13.19,10.88,0.04132,0.87,10.97
20.0,12.78,181,125,0.049563,1.046,13.3,6.39,5.11,0.039891,0.84,10.57
22.5,7.25,90,64,0.049563,1.046,13.3,3.22,2.5,0.038546,0.81,10.2
17.5,1.16,366,251,0.049563,1.046,13.3,13.24,10.93,0.041321,0.87,10.97
20.0,126.74,181,124,0.049563,1.046,13.3,6.34,5.07,0.039889,0.84,10.57
22.5,425.27,30,19,0.049518,1.0451,13.29,0.95,0.73,0.038415,0.81,10.16
22.5,46.15,62,41,0.049528,1.0453,13.29,2.05,1.59,0.03847,0.81,10.18
22.5,140.26,90,62,0.049518,1.0451,13.29,3.12,2.42,0.038506,0.81,10.19
22.5,23.51,30,21,0.049518,1.0451,13.29,1.05,0.81,0.038419,0.81,10.16
0.0,0.0,1123,771,0.049508,1.0448,13.28,46.46,46.46,0.049508,1.04,13.28
0.0,0.0,1123,771,0.049508,1.0448,13.28,46.46,46.46,0.049508,1.04,13.28
0.0,0.0,5890,4052,0.049457,1.0437,13.27,641.5,641.5,0.049457,1.04,13.27
0.0,0.0,3162,2173,0.049434,1.0433,13.26,192.69,192.69,0.049434,1.04,13.26
0.0,0.0,3162,2173,0.049434,1.0433,13.26,192.69,192.69,0.049434,1.04,13.26
22.5,95.35,120,84,0.049423,1.043,13.26,4.24,3.28,0.038478,0.81,10.18
15.0,1119.33,1640,1129,0.049388,1.0423,13.25,74.62,63.43,0.043518,0.92,11.59
17.5,22.99,365,250,0.049388,1.0423,13.25,13.14,10.84,0.041172,0.87,10.93
0.0,0.0,597,412,0.049384,1.0422,13.25,22.56,22.56,0.049384,1.04,13.25
0.0,0.0,597,412,0.049384,1.0422,13.25,22.56,22.56,0.049384,1.04,13.25
20.0,12.73,182,125,0.049388,1.0423,13.25,6.37,5.09,0.03975,0.84,10.53
17.5,230.72,366,251,0.049353,1.0415,13.24,13.18,10.88,0.041144,0.87,10.92
17.5,45.56,361,248,0.049353,1.0415,13.24,13.02,10.74,0.041139,0.87,10.92
15.0,42.32,734,504,0.049318,1.0408,13.23,28.21,23.98,0.042656,0.9,11.35
15.0,67.65,1097,755,0.049318,1.0408,13.23,45.1,38.34,0.042991,0.91,11.44
22.5,21.15,30,19,0.049264,1.0397,13.21,0.94,0.73,0.038218,0.81,10.11
17.5,458.61,365,250,0.049264,1.0397,13.21,13.1,10.81,0.041068,0.87,10.9
20.0,63.5,181,125,0.049264,1.0397,13.21,6.35,5.08,0.039649,0.84,10.51
22.5,144.11,90,64,0.049264,1.0397,13.21,3.2,2.48,0.038312,0.81,10.13
15.0,41.41,721,495,0.049264,1.0397,13.21,27.61,23.47,0.042596,0.9,11.33
0.0,0.0,720,495,0.049264,1.0397,13.21,27.61,27.61,0.049264,1.04,13.21
15.0,2103.71,730,502,0.049264,1.0397,13.21,28.05,23.84,0.042606,0.9,11.33
17.5,22.93,365,250,0.049264,1.0397,13.21,13.1,10.81,0.041068,0.87,10.9
22.5,7.21,90,64,0.049264,1.0397,13.21,3.2,2.48,0.038312,0.81,10.13
15.0,67.56,1095,755,0.049264,1.0397,13.21,45.04,38.29,0.042943,0.91,11.43
22.5,0.0,60,43,0.049264,1.0397,13.21,2.14,1.66,0.038268,0.81,10.12
22.5,4.82,60,43,0.049264,1.0397,13.21,2.14,1.66,0.038268,0.81,10.12
0.0,0.0,1095,755,0.049264,1.0397,13.21,45.04,45.04,0.049264,1.04,13.21
0.0,0.0,1095,755,0.049264,1.0397,13.21,45.04,45.04,0.049264,1.04,13.21
22.5,4.82,60,43,0.049264,1.0397,13.21,2.14,1.66,0.038268,0.81,10.12
22.5,0.0,60,43,0.049264,1.0397,13.21,2.14,1.66,0.038268,0.81,10.12
22.5,7.21,90,64,0.049264,1.0397,13.21,3.2,2.48,0.038312,0.81,10.13
15.0,67.56,1095,755,0.049264,1.0397,13.21,45.04,38.29,0.042943,0.91,11.43
17.5,22.93,365,250,0.049264,1.0397,13.21,13.1,10.81,0.041068,0.87,10.9
15.0,2103.71,730,502,0.049264,1.0397,13.21,28.05,23.84,0.042606,0.9,11.33
0.0,0.0,721,495,0.049264,1.0397,13.21,27.61,27.61,0.049264,1.04,13.21
20.0,12.7,182,125,0.049264,1.0397,13.21,6.35,5.08,0.039649,0.84,10.51
17.5,22.93,365,250,0.049264,1.0397,13.21,13.1,10.81,0.041068,0.87,10.9
17.5,35.29,540,373,0.049264,1.0397,13.21,20.17,16.64,0.041269,0.87,10.96
15.0,42.17,731,503,0.049264,1.0397,13.21,28.11,23.9,0.042607,0.9,11.33
15.0,67.67,1096,756,0.049264,1.0397,13.21,45.11,38.35,0.042945,0.91,11.43
15.0,96.19,1463,1006,0.049264,1.0397,13.21,64.13,54.51,0.043258,0.91,11.51
15.0,128.59,1827,1257,0.049264,1.0397,13.21,85.73,72.87,0.043554,0.92,11.6
15.0,54.47,910,629,0.049264,1.0397,13.21,36.31,30.87,0.042778,0.9,11.38
15.0,164.94,2191,1506,0.049264,1.0397,13.21,109.96,93.46,0.043829,0.92,11.68
22.5,2.34,30,21,0.049264,1.0397,13.21,1.04,0.81,0.038222,0.81,10.11
22.5,70.85,179,124,0.049264,1.0397,13.21,6.3,4.88,0.038437,0.81,10.17
0.0,0.0,721,495,0.049264,1.0397,13.21,27.61,27.61,0.049264,1.04,13.21
0.0,0.0,721,495,0.049264,1.0397,13.21,27.61,27.61,0.049264,1.04,13.21
15.0,1262.23,730,502,0.049264,1.0397,13.21,28.05,23.84,0.042606,0.9,11.33
0.0,0.0,721,495,0.049264,1.0397,13.21,27.61,27.61,0.049264,1.04,13.21
17.5,48.15,720,494,0.049213,1.0386,13.2,27.51,22.7,0.041418,0.87,11.0
15.0,959.44,1463,1005,0.049213,1.0386,13.2,63.96,54.37,0.04321,0.91,11.5
15.0,1645.39,2190,1505,0.049213,1.0386,13.2,109.69,93.24,0.043781,0.92,11.66
22.5,6.97,90,62,0.049213,1.0386,13.2,3.1,2.4,0.038268,0.81,10.12
17.5,22.91,365,250,0.049213,1.0386,13.2,13.09,10.8,0.041024,0.87,10.89
15.0,1284.08,1827,1257,0.049213,1.0386,13.2,85.61,72.76,0.043507,0.92,11.58
22.5,142.72,180,125,0.049213,1.0386,13.2,6.34,4.92,0.038399,0.81,10.16
15.0,186.42,2178,1497,0.049213,1.0386,13.2,108.87,92.54,0.043772,0.92,11.66
0.0,0.0,1235,852,0.049201,1.0383,13.2,52.06,52.06,0.049201,1.04,13.2
0.0,0.0,1123,774,0.049201,1.0383,13.2,46.33,46.33,0.049201,1.04,13.2
0.0,0.0,1298,896,0.049201,1.0383,13.2,55.38,55.38,0.049201,1.04,13.2
0.0,0.0,1845,1270,0.049201,1.0383,13.2,86.77,86.77,0.049201,1.04,13.2
17.5,22.91,365,250,0.049213,1.0386,13.2,13.09,10.8,0.041024,0.87,10.89
17.5,22.91,365,250,0.049213,1.0386,13.2,13.09,10.8,0.041024,0.87,10.89
22.5,7.2,90,64,0.049213,1.0386,13.2,3.2,2.48,0.038272,0.81,10.12
22.5,9.49,120,84,0.049213,1.0386,13.2,4.22,3.27,0.038314,0.81,10.13
22.5,9.49,120,84,0.049213,1.0386,13.2,4.22,3.27,0.038314,0.81,10.13
22.5,7.2,90,64,0.049213,1.0386,13.2,3.2,2.48,0.038272,0.81,10.12
17.5,22.91,365,250,0.049213,1.0386,13.2,13.09,10.8,0.041024,0.87,10.89
17.5,22.91,365,250,0.049213,1.0386,13.2,13.09,10.8,0.041024,0.87,10.89
15.0,186.42,2178,1497,0.049213,1.0386,13.2,108.87,92.54,0.043772,0.92,11.66
0.0,0.0,1123,774,0.049201,1.0383,13.2,46.33,46.33,0.049201,1.04,13.2
0.0,0.0,1298,896,0.049201,1.0383,13.2,55.38,55.38,0.049201,1.04,13.2
0.0,0.0,1235,852,0.049201,1.0383,13.2,52.06,52.06,0.049201,1.04,13.2
0.0,0.0,1845,1270,0.049201,1.0383,13.2,86.77,86.77,0.049201,1.04,13.2
20.0,126.86,182,125,0.049213,1.0386,13.2,6.34,5.07,0.039608,0.84,10.49
15.0,629.09,1800,1238,0.049213,1.0386,13.2,83.88,71.3,0.043485,0.92,11.58
15.0,41.43,722,496,0.049178,1.0378,13.19,27.62,23.47,0.042522,0.9,11.31
15.0,7656.09,2812,1933,0.049186,1.038,13.19,158.71,134.9,0.04419,0.93,11.78
15.0,54.56,915,631,0.049178,1.0378,13.19,36.37,30.92,0.042704,0.9,11.36
20.0,126.77,181,125,0.049178,1.0378,13.19,6.34,5.07,0.039579,0.83,10.49
17.5,230.82,368,252,0.049178,1.0378,13.19,13.19,10.88,0.040998,0.86,10.88
17.5,227.73,366,249,0.049143,1.0371,13.18,13.01,10.74,0.040964,0.86,10.87
15.0,66.19,1080,744,0.049143,1.0371,13.18,44.13,37.51,0.042821,0.9,11.39
22.5,48.04,60,43,0.049143,1.0371,13.18,2.14,1.65,0.038174,0.8,10.1
22.5,141.45,88,63,0.049137,1.037,13.18,3.14,2.44,0.038211,0.81,10.11
0.0,0.0,4064,2798,0.049128,1.0368,13.18,295.22,295.22,0.049128,1.04,13.18
22.5,71.82,91,64,0.049108,1.0363,13.17,3.19,2.47,0.03819,0.81,10.1
17.5,114.27,365,250,0.049108,1.0363,13.17,13.06,10.77,0.040936,0.86,10.86
0.0,0.0,5073,3487,0.049063,1.0354,13.16,453.13,453.13,0.049063,1.04,13.16
0.0,0.0,5073,3487,0.049063,1.0354,13.16,453.13,453.13,0.049063,1.04,13.16
0.0,0.0,3345,2299,0.049063,1.0354,13.16,208.85,208.85,0.049063,1.04,13.16
0.0,0.0,3345,2299,0.049063,1.0354,13.16,208.85,208.85,0.049063,1.04,13.16
15.0,67.36,1099,756,0.049073,1.0356,13.16,44.9,38.17,0.042774,0.9,11.38
15.0,158.37,2142,1470,0.049037,1.0349,13.15,105.58,89.74,0.043582,0.92,11.61
22.5,7.17,91,64,0.049037,1.0349,13.15,3.19,2.47,0.038135,0.8,10.09
20.0,126.4,182,125,0.049037,1.0349,13.15,6.32,5.06,0.039466,0.83,10.45
20.0,12.64,181,125,0.049037,1.0349,13.15,6.32,5.06,0.039466,0.83,10.45
17.5,22.82,365,250,0.049037,1.0349,13.15,13.04,10.76,0.040877,0.86,10.85
15.0,41.86,730,502,0.049037,1.0349,13.15,27.9,23.72,0.042407,0.89,11.28
15.0,41.86,730,502,0.049037,1.0349,13.15,27.9,23.72,0.042407,0.89,11.28
20.0,12.64,181,125,0.049037,1.0349,13.15,6.32,5.06,0.039466,0.83,10.45
17.5,22.82,365,250,0.049037,1.0349,13.15,13.04,10.76,0.040877,0.86,10.85
17.5,113.12,361,248,0.049037,1.0349,13.15,12.93,10.67,0.040873,0.86,10.85
20.0,12.95,185,128,0.049037,1.0349,13.15,6.48,5.18,0.039471,0.83,10.46
20.0,5079.86,358,244,0.04901,1.0343,13.14,12.7,10.16,0.039664,0.84,10.51
22.5,91.32,60,41,0.04901,1.0343,13.14,2.03,1.57,0.038067,0.8,10.07
17.5,175.46,540,373,0.04901,1.0343,13.14,20.05,16.54,0.041053,0.87,10.9
17.5,114.03,365,250,0.04901,1.0343,13.14,13.03,10.75,0.040854,0.86,10.84
