tir,vir,dc,du,rbd,rbm,rba,rbp,rlp,rld,rlm,rla
17.5,26.11,366,249,0.055867,1.1798,15.11,14.92,12.31,0.046632,0.98,12.47
17.5,26.45,371,252,0.055867,1.1798,15.11,15.11,12.47,0.046638,0.98,12.47
17.5,26.45,371,252,0.055867,1.1798,15.11,15.11,12.47,0.046638,0.98,12.47
17.5,26.45,371,252,0.055867,1.1798,15.11,15.11,12.47,0.046638,0.98,12.47
15.0,47.88,722,496,0.055867,1.1798,15.11,31.92,27.13,0.048409,1.02,12.97
15.0,47.88,722,496,0.055867,1.1798,15.11,31.92,27.13,0.048409,1.02,12.97
15.0,48.77,734,504,0.055867,1.1798,15.11,32.51,27.63,0.048423,1.02,12.98
15.0,48.77,734,504,0.055867,1.1798,15.11,32.51,27.63,0.048423,1.02,12.98
15.0,243.83,734,504,0.055867,1.1798,15.11,32.51,27.63,0.048423,1.02,12.98
15.0,784.22,1093,753,0.055867,1.1798,15.11,52.28,44.44,0.048842,1.03,13.09
15.0,950.76,1276,879,0.055867,1.1798,15.11,63.38,53.88,0.049043,1.03,13.15
15.0,113.38,1468,1008,0.055867,1.1798,15.11,75.59,64.25,0.049241,1.04,13.21
15.0,113.38,1468,1008,0.055867,1.1798,15.11,75.59,64.25,0.049241,1.04,13.21
15.0,1531.9,1832,1260,0.055867,1.1798,15.11,102.13,86.81,0.049608,1.05,13.31
15.0,112.8,1461,1004,0.055867,1.1798,15.11,75.2,63.92,0.049235,1.04,13.21
17.5,202.66,540,373,0.055867,1.1798,15.11,23.16,19.11,0.046891,0.99,12.54
15.0,3.88,1080,746,0.055867,1.1798,15.11,51.69,43.93,0.04883,1.03,13.09
17.5,411.35,547,378,0.055867,1.1798,15.11,23.51,19.39,0.046901,0.99,12.54
15.0,486.54,731,503,0.055867,1.1798,15.11,32.44,27.57,0.048422,1.02,12.97
15.0,1129.44,1460,1005,0.055867,1.1798,15.11,75.3,64.0,0.049237,1.04,13.21
15.0,786.77,1095,755,0.055867,1.1798,15.11,52.45,44.58,0.048845,1.03,13.1
15.0,786.77,1095,755,0.055867,1.1798,15.11,52.45,44.58,0.048845,1.03,13.1
17.5,414.98,550,381,0.055867,1.1798,15.11,23.71,19.56,0.046907,0.99,12.54
15.0,238.84,721,495,0.055867,1.1798,15.11,31.85,27.07,0.048408,1.02,12.97
17.5,40.53,540,373,0.055867,1.1798,15.11,23.16,19.11,0.046891,0.99,12.54
15.0,785.5,1094,754,0.055867,1.1798,15.11,52.37,44.51,0.048843,1.03,13.09
20.0,7.23,182,125,0.055867,1.1798,15.11,7.23,5.78,0.044999,0.95,12.0
17.5,26.0,361,248,0.055867,1.1798,15.11,14.86,12.26,0.04663,0.98,12.47
15.0,48.54,730,502,0.055867,1.1798,15.11,32.36,27.51,0.04842,1.02,12.97
15.0,48.54,730,502,0.055867,1.1798,15.11,32.36,27.51,0.04842,1.02,12.97
15.0,241.61,2418,1662,0.055867,1.1798,15.11,153.01,130.06,0.050142,1.06,13.47
17.5,40.53,540,373,0.055867,1.1798,15.11,23.16,19.11,0.046891,0.99,12.54
15.0,78.68,1095,755,0.055867,1.1798,15.11,52.45,44.58,0.048845,1.03,13.1
15.0,152.68,1825,1257,0.055867,1.1798,15.11,101.79,86.52,0.049604,1.05,13.31
15.0,112.94,1460,1005,0.055867,1.1798,15.11,75.3,64.0,0.049237,1.04,13.21
17.5,40.53,540,373,0.055867,1.1798,15.11,23.16,19.11,0.046891,0.99,12.54
15.0,112.94,1460,1005,0.055867,1.1798,15.11,75.3,64.0,0.049237,1.04,13.21
17.5,40.53,540,373,0.055867,1.1798,15.11,23.16,19.11,0.046891,0.99,12.54
17.5,40.53,540,373,0.055867,1.1798,15.11,23.16,19.11,0.046891,0.99,12.54
15.0,112.94,1460,1005,0.055867,1.1798,15.11,75.3,64.0,0.049237,1.04,13.21
15.0,48.54,730,502,0.055867,1.1798,15.11,32.36,27.51,0.04842,1.02,12.97
15.0,48.54,730,502,0.055867,1.1798,15.11,32.36,27.51,0.04842,1.02,12.97
15.0,78.68,1095,755,0.055867,1.1798,15.11,52.45,44.58,0.048845,1.03,13.1
15.0,152.68,1825,1257,0.055867,1.1798,15.11,101.79,86.52,0.049604,1.05,13.31
17.5,40.53,540,373,0.055867,1.1798,15.11,23.16,19.11,0.046891,0.99,12.54
15.0,241.61,2418,1662,0.055867,1.1798,15.11,153.01,130.06,0.050142,1.06,13.47
15.0,112.94,1460,1005,0.055867,1.1798,15.11,75.3,64.0,0.049237,1.04,13.21
17.5,40.53,540,373,0.055867,1.1798,15.11,23.16,19.11,0.046891,0.99,12.54
20.0,72.31,181,125,0.055867,1.1798,15.11,7.23,5.78,0.044999,0.95,12.0
15.0,78.68,1095,755,0.055867,1.1798,15.11,52.45,44.58,0.048845,1.03,13.1
17.5,26.22,365,250,0.055867,1.1798,15.11,14.98,12.36,0.046634,0.98,12.47
20.0,29.58,360,247,0.055867,1.1798,15.11,14.79,11.83,0.045291,0.96,12.09
15.0,486.54,731,503,0.055867,1.1798,15.11,32.44,27.57,0.048422,1.02,12.97
15.0,78.81,1096,756,0.055867,1.1798,15.11,52.54,44.66,0.048847,1.03,13.1
15.0,113.09,1463,1006,0.055867,1.1798,15.11,75.39,64.08,0.049238,1.04,13.21
15.0,152.68,1827,1257,0.055867,1.1798,15.11,101.79,86.52,0.049604,1.05,13.31
17.5,26.56,371,253,0.055867,1.1798,15.11,15.18,12.52,0.046641,0.98,12.47
17.5,259.98,361,248,0.055867,1.1798,15.11,14.86,12.26,0.04663,0.98,12.47
15.0,554.48,1440,991,0.055867,1.1798,15.11,73.93,62.84,0.049215,1.04,13.2
15.0,747.44,1800,1238,0.055867,1.1798,15.11,99.66,84.71,0.049577,1.05,13.3
15.0,747.44,1800,1238,0.055867,1.1798,15.11,99.66,84.71,0.049577,1.05,13.3
15.0,477.69,721,495,0.055867,1.1798,15.11,31.85,27.07,0.048408,1.02,12.97
15.0,47.77,721,495,0.055867,1.1798,15.11,31.85,27.07,0.048408,1.02,12.97
15.0,238.84,721,495,0.055867,1.1798,15.11,31.85,27.07,0.048408,1.02,12.97
17.5,129.99,361,248,0.055867,1.1798,15.11,14.86,12.26,0.04663,0.98,12.47
15.0,386.38,1080,744,0.055867,1.1798,15.11,51.52,43.79,0.048827,1.03,13.09
15.0,7474.39,1800,1238,0.055867,1.1798,15.11,99.66,84.71,0.049577,1.05,13.3
15.0,2.92,852,588,0.055867,1.1798,15.11,38.88,33.04,0.048568,1.02,13.02
15.0,564.72,1460,1005,0.055867,1.1798,15.11,75.3,64.0,0.049237,1.04,13.21
15.0,762.57,1825,1256,0.055867,1.1798,15.11,101.68,86.42,0.049603,1.05,13.31
15.0,485.44,730,502,0.055867,1.1798,15.11,32.36,27.51,0.04842,1.02,12.97
17.5,26.0,361,248,0.055867,1.1798,15.11,14.86,12.26,0.04663,0.98,12.47
15.0,110.9,1440,991,0.055867,1.1798,15.11,73.93,62.84,0.049215,1.04,13.2
17.5,259.98,361,248,0.055867,1.1798,15.11,14.86,12.26,0.04663,0.98,12.47
15.0,559.59,1450,998,0.055867,1.1798,15.11,74.61,63.42,0.049226,1.04,13.2
15.0,78.68,1095,755,0.055867,1.1798,15.11,52.45,44.58,0.048845,1.03,13.1
15.0,112.94,1460,1005,0.055867,1.1798,15.11,75.3,64.0,0.049237,1.04,13.21
20.0,14.82,185,128,0.055867,1.1798,15.11,7.41,5.93,0.045006,0.95,12.01
17.5,26.22,365,250,0.055867,1.1798,15.11,14.98,12.36,0.046634,0.98,12.47
15.0,48.42,730,502,0.05574,1.1771,15.08,32.28,27.44,0.048308,1.02,12.94
15.0,48.42,730,502,0.05574,1.1771,15.08,32.28,27.44,0.048308,1.02,12.94
0.0,0.0,1219,841,0.05572,1.1767,15.07,59.76,59.76,0.05572,1.18,15.07
15.0,384.45,1080,744,0.055638,1.1749,15.05,51.26,43.57,0.048622,1.03,13.03
15.0,769.74,1081,745,0.055613,1.1744,15.04,51.32,43.62,0.048601,1.03,13.03
15.0,783.67,1096,756,0.055613,1.1744,15.04,52.24,44.41,0.048619,1.03,13.03
15.0,112.27,1460,1005,0.055613,1.1744,15.04,74.85,63.62,0.049006,1.03,13.14
15.0,151.72,1827,1257,0.055613,1.1744,15.04,101.15,85.97,0.049371,1.04,13.24
15.0,78.37,1096,756,0.055613,1.1744,15.04,52.24,44.41,0.048619,1.03,13.03
17.5,50.62,662,457,0.055613,1.1744,15.04,28.93,23.87,0.046843,0.99,12.53
15.0,196.52,2191,1506,0.055613,1.1744,15.04,131.01,111.36,0.049706,1.05,13.34
15.0,768.48,1080,744,0.055613,1.1744,15.04,51.23,43.55,0.0486,1.03,13.03
0.0,0.0,1661,1144,0.055524,1.1725,15.01,88.71,88.71,0.055524,1.17,15.01
0.0,0.0,1723,1188,0.055524,1.1725,15.01,93.37,93.37,0.055524,1.17,15.01
0.0,0.0,1661,1144,0.055524,1.1725,15.01,88.71,88.71,0.055524,1.17,15.01
0.0,0.0,1723,1188,0.055524,1.1725,15.01,93.37,93.37,0.055524,1.17,15.01
0.0,0.0,962,665,0.055524,1.1725,15.01,44.65,44.65,0.055524,1.17,15.01
0.0,0.0,1508,1039,0.055524,1.1725,15.01,78.02,78.02,0.055524,1.17,15.01
15.0,191.99,2164,1486,0.055476,1.1715,15.0,127.99,108.8,0.049554,1.05,13.3
15.0,560.36,1461,1006,0.055481,1.1716,15.0,74.71,63.51,0.048887,1.03,13.11
17.5,25.8,361,248,0.055476,1.1715,15.0,14.75,12.16,0.0463,0.98,12.37
15.0,559.63,1461,1005,0.055481,1.1716,15.0,74.62,63.42,0.048886,1.03,13.11
15.0,94.68,721,495,0.05543,1.1705,14.99,31.56,26.83,0.048023,1.01,12.86
15.0,48.15,733,503,0.055359,1.169,14.97,32.1,27.28,0.047974,1.01,12.85
15.0,48.15,733,503,0.055359,1.169,14.97,32.1,27.28,0.047974,1.01,12.85
15.0,48.26,734,504,0.055359,1.169,14.97,32.17,27.35,0.047975,1.01,12.85
15.0,62.58,916,630,0.055359,1.169,14.97,41.72,35.46,0.048187,1.02,12.91
15.0,77.93,1099,756,0.055359,1.169,14.97,51.95,44.16,0.048391,1.02,12.97
15.0,94.39,1281,882,0.055359,1.169,14.97,62.93,53.49,0.048589,1.03,13.02
15.0,1120.41,1468,1008,0.055359,1.169,14.97,74.69,63.49,0.04878,1.03,13.08
15.0,112.04,1468,1008,0.055359,1.169,14.97,74.69,63.49,0.04878,1.03,13.08
15.0,151.26,1832,1260,0.055359,1.169,14.97,100.84,85.71,0.049141,1.04,13.18
15.0,188.39,2142,1470,0.055359,1.169,14.97,125.59,106.75,0.049424,1.04,13.26
15.0,48.15,733,503,0.055359,1.169,14.97,32.1,27.28,0.047974,1.01,12.85
15.0,62.69,915,631,0.055359,1.169,14.97,41.8,35.53,0.048189,1.02,12.91
15.0,77.8,1097,755,0.055359,1.169,14.97,51.87,44.09,0.04839,1.02,12.97
15.0,94.26,1279,881,0.055359,1.169,14.97,62.84,53.41,0.048587,1.03,13.02
15.0,195.0,2190,1505,0.055359,1.169,14.97,130.0,110.5,0.049469,1.04,13.27
15.0,111.46,1461,1004,0.055359,1.169,14.97,74.31,63.16,0.048774,1.03,13.07
15.0,150.42,1825,1255,0.055359,1.169,14.97,100.28,85.24,0.049134,1.04,13.18
15.0,76.55,1080,745,0.055359,1.169,14.97,51.03,43.38,0.048374,1.02,12.96
15.0,762.95,1081,743,0.055359,1.169,14.97,50.86,43.23,0.048371,1.02,12.96
17.5,260.79,366,251,0.055359,1.169,14.97,14.9,12.29,0.046208,0.97,12.35
15.0,480.38,730,502,0.055359,1.169,14.97,32.03,27.22,0.047972,1.01,12.85
15.0,480.38,730,502,0.055359,1.169,14.97,32.03,27.22,0.047972,1.01,12.85
17.5,200.62,540,373,0.055359,1.169,14.97,22.93,18.92,0.046458,0.98,12.42
17.5,40.12,540,373,0.055359,1.169,14.97,22.93,18.92,0.046458,0.98,12.42
15.0,62.81,913,632,0.055359,1.169,14.97,41.87,35.59,0.04819,1.02,12.91
15.0,780.55,1097,757,0.055359,1.169,14.97,52.04,44.23,0.048393,1.02,12.97
17.5,551.51,720,495,0.055359,1.169,14.97,31.52,26.0,0.0467,0.99,12.49
15.0,77.8,1095,755,0.055359,1.169,14.97,51.87,44.09,0.04839,1.02,12.97
15.0,150.76,1825,1257,0.055359,1.169,14.97,100.51,85.43,0.049137,1.04,13.18
15.0,92.5,1260,868,0.055359,1.169,14.97,61.67,52.42,0.048567,1.02,13.02
17.5,25.97,365,250,0.055359,1.169,14.97,14.84,12.24,0.046205,0.97,12.35
15.0,61.75,900,623,0.055359,1.169,14.97,41.17,34.99,0.048175,1.02,12.9
15.0,77.8,1095,755,0.055359,1.169,14.97,51.87,44.09,0.04839,1.02,12.97
15.0,77.8,1095,755,0.055359,1.169,14.97,51.87,44.09,0.04839,1.02,12.97
17.5,25.97,365,250,0.055359,1.169,14.97,14.84,12.24,0.046205,0.97,12.35
15.0,61.75,900,623,0.055359,1.169,14.97,41.17,34.99,0.048175,1.02,12.9
17.5,25.97,365,250,0.055359,1.169,14.97,14.84,12.24,0.046205,0.97,12.35
17.5,25.97,365,250,0.055359,1.169,14.97,14.84,12.24,0.046205,0.97,12.35
15.0,150.76,1825,1257,0.055359,1.169,14.97,100.51,85.43,0.049137,1.04,13.18
15.0,77.8,1095,755,0.055359,1.169,14.97,51.87,44.09,0.04839,1.02,12.97
15.0,77.8,1095,755,0.055359,1.169,14.97,51.87,44.09,0.04839,1.02,12.97
15.0,92.5,1260,868,0.055359,1.169,14.97,61.67,52.42,0.048567,1.02,13.02
15.0,77.8,1095,755,0.055359,1.169,14.97,51.87,44.09,0.04839,1.02,12.97
17.5,1.29,361,248,0.055359,1.169,14.97,14.71,12.14,0.046201,0.97,12.34
17.5,25.97,365,250,0.055359,1.169,14.97,14.84,12.24,0.046205,0.97,12.35
17.5,40.72,547,378,0.055359,1.169,14.97,23.27,19.2,0.046468,0.98,12.42
15.0,48.04,730,502,0.055359,1.169,14.97,32.03,27.22,0.047972,1.01,12.85
17.5,410.79,550,381,0.055359,1.169,14.97,23.47,19.37,0.046474,0.98,12.42
15.0,48.15,731,503,0.055359,1.169,14.97,32.1,27.28,0.047974,1.01,12.85
17.5,26.3,371,253,0.055359,1.169,14.97,15.03,12.4,0.046212,0.97,12.35
15.0,1095.87,1440,991,0.055359,1.169,14.97,73.06,62.1,0.048754,1.03,13.07
15.0,1476.12,1800,1238,0.055359,1.169,14.97,98.41,83.65,0.049111,1.04,13.17
15.0,236.36,721,495,0.055359,1.169,14.97,31.52,26.79,0.04796,1.01,12.84
15.0,382.1,1080,744,0.055359,1.169,14.97,50.95,43.3,0.048372,1.02,12.96
15.0,547.93,1440,991,0.055359,1.169,14.97,73.06,62.1,0.048754,1.03,13.07
17.5,128.73,361,248,0.055359,1.169,14.97,14.71,12.14,0.046201,0.97,12.34
15.0,236.36,721,495,0.055359,1.169,14.97,31.52,26.79,0.04796,1.01,12.84
15.0,3821.0,1080,744,0.055359,1.169,14.97,50.95,43.3,0.048372,1.02,12.96
15.0,5479.34,1440,991,0.055359,1.169,14.97,73.06,62.1,0.048754,1.03,13.07
15.0,240.19,730,502,0.055359,1.169,14.97,32.03,27.22,0.047972,1.01,12.85
15.0,389.01,1095,755,0.055359,1.169,14.97,51.87,44.09,0.04839,1.02,12.97
17.5,407.21,547,378,0.055359,1.169,14.97,23.27,19.2,0.046468,0.98,12.42
17.5,40.12,540,373,0.055359,1.169,14.97,22.93,18.92,0.046458,0.98,12.42
15.0,62.81,913,632,0.055359,1.169,14.97,41.87,35.59,0.04819,1.02,12.91
15.0,47.27,721,495,0.055359,1.169,14.97,31.52,26.79,0.04796,1.01,12.84
15.0,76.55,1081,745,0.055359,1.169,14.97,51.03,43.38,0.048374,1.02,12.96
17.5,202.41,545,376,0.055359,1.169,14.97,23.13,19.08,0.046464,0.98,12.42
17.5,40.48,545,376,0.055359,1.169,14.97,23.13,19.08,0.046464,0.98,12.42
15.0,62.11,905,626,0.055359,1.169,14.97,41.4,35.19,0.04818,1.02,12.91
15.0,76.39,1080,744,0.055339,1.1686,14.96,50.92,43.29,0.048354,1.02,12.96
17.5,54.98,720,494,0.055318,1.1681,14.95,31.42,25.92,0.046663,0.98,12.48
15.0,109.18,1440,989,0.055313,1.168,14.95,72.79,61.87,0.04871,1.03,13.06
15.0,147.35,1800,1238,0.055288,1.1675,14.95,98.23,83.5,0.049046,1.04,13.15
15.0,190.1,2158,1482,0.055252,1.1667,14.94,126.74,107.72,0.04934,1.04,13.24
0.0,0.0,1609,1105,0.055132,1.1642,14.9,83.87,83.87,0.055132,1.16,14.9
0.0,0.0,1609,1105,0.055132,1.1642,14.9,83.87,83.87,0.055132,1.16,14.9
15.0,146.77,1800,1238,0.055131,1.1642,14.9,97.85,83.17,0.048902,1.03,13.11
15.0,388.3,1097,757,0.05513,1.1641,14.9,51.77,44.01,0.048188,1.02,12.91
0.0,0.0,1508,1039,0.055132,1.1642,14.9,77.3,77.3,0.055132,1.16,14.9
0.0,0.0,1939,1335,0.055132,1.1642,14.9,108.72,108.72,0.055132,1.16,14.9
0.0,0.0,2423,1665,0.055132,1.1642,14.9,150.35,150.35,0.055132,1.16,14.9
0.0,0.0,2478,1702,0.055132,1.1642,14.9,155.51,155.51,0.055132,1.16,14.9
15.0,0.05,730,502,0.055132,1.1642,14.9,31.87,27.09,0.047771,1.01,12.79
15.0,0.05,730,502,0.055132,1.1642,14.9,31.87,27.09,0.047771,1.01,12.79
0.0,0.0,2423,1665,0.055132,1.1642,14.9,150.35,150.35,0.055132,1.16,14.9
0.0,0.0,1508,1039,0.055132,1.1642,14.9,77.3,77.3,0.055132,1.16,14.9
0.0,0.0,1939,1335,0.055132,1.1642,14.9,108.72,108.72,0.055132,1.16,14.9
0.0,0.0,2478,1702,0.055132,1.1642,14.9,155.51,155.51,0.055132,1.16,14.9
15.0,77.54,1096,756,0.05513,1.1641,14.9,51.69,43.94,0.048187,1.02,12.91
15.0,774.12,1095,755,0.055132,1.1642,14.9,51.61,43.87,0.048186,1.02,12.91
15.0,920.26,1260,868,0.055132,1.1642,14.9,61.35,52.15,0.048362,1.02,12.96
15.0,1110.09,1460,1005,0.055132,1.1642,14.9,74.01,62.91,0.048569,1.02,13.02
15.0,1497.35,1824,1256,0.055132,1.1642,14.9,99.82,84.85,0.048927,1.03,13.12
15.0,1938.26,2188,1505,0.055132,1.1642,14.9,129.22,109.83,0.049258,1.04,13.21
15.0,2446.22,2555,1755,0.055132,1.1642,14.9,163.08,138.62,0.049568,1.05,13.3
15.0,3034.21,2920,2007,0.055132,1.1642,14.9,202.28,171.94,0.049858,1.05,13.38
15.0,1290.1,1635,1126,0.055132,1.1642,14.9,86.01,73.11,0.048745,1.03,13.07
0.0,0.0,1421,978,0.055132,1.1642,14.9,71.44,71.44,0.055132,1.16,14.9
15.0,387.68,1096,756,0.05513,1.1641,14.9,51.69,43.94,0.048187,1.02,12.91
17.5,40.51,547,378,0.055105,1.1636,14.89,23.15,19.1,0.046251,0.98,12.36
17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29
17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29
15.0,757.44,1078,742,0.055105,1.1636,14.89,50.5,42.92,0.048142,1.02,12.9
15.0,478.95,731,503,0.055105,1.1636,14.89,31.93,27.14,0.04775,1.01,12.78
15.0,776.17,1097,757,0.055105,1.1636,14.89,51.74,43.98,0.048166,1.02,12.9
15.0,3868.33,1095,755,0.055105,1.1636,14.89,51.58,43.84,0.048162,1.02,12.9
15.0,5546.97,1460,1005,0.055105,1.1636,14.89,73.96,62.87,0.048545,1.02,13.01
15.0,7489.99,1825,1257,0.055105,1.1636,14.89,99.87,84.89,0.048904,1.03,13.11
17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29
15.0,47.79,730,502,0.055105,1.1636,14.89,31.86,27.08,0.047748,1.01,12.78
15.0,77.37,1095,755,0.055105,1.1636,14.89,51.58,43.84,0.048162,1.02,12.9
15.0,47.79,730,502,0.055105,1.1636,14.89,31.86,27.08,0.047748,1.01,12.78
17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29
15.0,3868.33,1095,755,0.055105,1.1636,14.89,51.58,43.84,0.048162,1.02,12.9
15.0,5546.97,1460,1005,0.055105,1.1636,14.89,73.96,62.87,0.048545,1.02,13.01
15.0,7489.99,1825,1257,0.055105,1.1636,14.89,99.87,84.89,0.048904,1.03,13.11
15.0,761.17,1081,745,0.055105,1.1636,14.89,50.74,43.13,0.048147,1.02,12.9
15.0,47.79,730,502,0.055105,1.1636,14.89,31.86,27.08,0.047748,1.01,12.78
15.0,77.37,1095,755,0.055105,1.1636,14.89,51.58,43.84,0.048162,1.02,12.9
15.0,61.42,900,623,0.055105,1.1636,14.89,40.95,34.8,0.04795,1.01,12.84
15.0,626.88,917,634,0.055092,1.1633,14.89,41.79,35.52,0.047956,1.01,12.84
15.0,769.91,1090,752,0.055105,1.1636,14.89,51.33,43.63,0.048158,1.02,12.9
15.0,769.91,1090,752,0.055105,1.1636,14.89,51.33,43.63,0.048158,1.02,12.9
15.0,761.17,1081,745,0.055105,1.1636,14.89,50.74,43.13,0.048147,1.02,12.9
17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29
17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29
0.0,0.0,941,645,0.054994,1.1612,14.86,42.56,42.56,0.054994,1.16,14.86
0.0,0.0,941,645,0.054994,1.1612,14.86,42.56,42.56,0.054994,1.16,14.86
15.0,477.94,731,503,0.055003,1.1614,14.86,31.86,27.08,0.04766,1.01,12.76
15.0,217.66,1440,992,0.055009,1.1616,14.86,72.55,61.67,0.048438,1.02,12.98
15.0,292.54,1800,1238,0.054993,1.1612,14.86,97.51,82.89,0.048775,1.03,13.08
15.0,47.66,730,502,0.054978,1.1609,14.86,31.77,27.01,0.047636,1.01,12.75
15.0,47.66,730,502,0.054978,1.1609,14.86,31.77,27.01,0.047636,1.01,12.75
15.0,469.26,721,495,0.055003,1.1614,14.86,31.28,26.59,0.047646,1.01,12.75
15.0,378.73,2160,1486,0.054958,1.1605,14.85,126.24,107.31,0.049072,1.04,13.16
15.0,193.12,2191,1506,0.054958,1.1605,14.85,128.74,109.43,0.049098,1.04,13.17
17.5,25.93,371,252,0.054851,1.1582,14.82,14.82,12.23,0.045781,0.97,12.23
17.5,40.31,551,378,0.054851,1.1582,14.82,23.03,19.0,0.046034,0.97,12.3
15.0,47.75,734,504,0.054851,1.1582,14.82,31.83,27.06,0.047527,1.0,12.72
15.0,47.75,734,504,0.054851,1.1582,14.82,31.83,27.06,0.047527,1.0,12.72
15.0,77.06,1099,756,0.054851,1.1582,14.82,51.37,43.66,0.047937,1.01,12.84
15.0,770.56,1099,756,0.054851,1.1582,14.82,51.37,43.66,0.047937,1.01,12.84
15.0,77.06,1099,756,0.054851,1.1582,14.82,51.37,43.66,0.047937,1.01,12.84
15.0,76.93,1097,755,0.054851,1.1582,14.82,51.29,43.59,0.047935,1.01,12.84
15.0,47.53,730,502,0.054851,1.1582,14.82,31.69,26.94,0.047524,1.0,12.72
15.0,1460.72,1800,1240,0.054851,1.1582,14.82,97.38,82.77,0.048647,1.03,13.04
15.0,769.31,1097,755,0.054851,1.1582,14.82,51.29,43.59,0.047935,1.01,12.84
17.5,397.18,542,373,0.054851,1.1582,14.82,22.7,18.72,0.046025,0.97,12.29
15.0,1459.1,1802,1239,0.054851,1.1582,14.82,97.27,82.68,0.048646,1.03,13.04
17.5,257.13,365,250,0.054851,1.1582,14.82,14.69,12.12,0.045777,0.97,12.22
17.5,258.23,366,251,0.054851,1.1582,14.82,14.76,12.17,0.045779,0.97,12.23
20.0,290.09,360,247,0.054851,1.1582,14.82,14.5,11.6,0.044457,0.94,11.85
15.0,475.34,730,502,0.054851,1.1582,14.82,31.69,26.94,0.047524,1.0,12.72
17.5,397.18,540,373,0.054851,1.1582,14.82,22.7,18.72,0.046025,0.97,12.29
15.0,612.01,903,624,0.054851,1.1582,14.82,40.8,34.68,0.047726,1.01,12.78
17.5,257.13,365,250,0.054851,1.1582,14.82,14.69,12.12,0.045777,0.97,12.22
17.5,257.13,365,250,0.054851,1.1582,14.82,14.69,12.12,0.045777,0.97,12.22
15.0,1488.45,1827,1257,0.054851,1.1582,14.82,99.23,84.35,0.048671,1.03,13.05
17.5,127.47,361,248,0.054851,1.1582,14.82,14.57,12.02,0.045773,0.97,12.22
17.5,25.49,361,248,0.054851,1.1582,14.82,14.57,12.02,0.045773,0.97,12.22
17.5,25.82,366,251,0.054851,1.1582,14.82,14.76,12.17,0.045779,0.97,12.23
15.0,475.34,730,502,0.054851,1.1582,14.82,31.69,26.94,0.047524,1.0,12.72
15.0,47.53,730,502,0.054851,1.1582,14.82,31.69,26.94,0.047524,1.0,12.72
15.0,934.32,1279,883,0.054851,1.1582,14.82,62.29,52.94,0.048132,1.02,12.89
15.0,1104.17,1461,1006,0.054851,1.1582,14.82,73.61,62.57,0.048316,1.02,12.94
15.0,1282.83,1637,1127,0.054851,1.1582,14.82,85.52,72.69,0.04849,1.02,12.99
15.0,1488.45,1826,1257,0.054851,1.1582,14.82,99.23,84.35,0.048671,1.03,13.05
15.0,47.53,730,502,0.054851,1.1582,14.82,31.69,26.94,0.047524,1.0,12.72
15.0,192.57,2190,1506,0.054851,1.1582,14.82,128.38,109.12,0.048999,1.03,13.14
15.0,110.27,1460,1005,0.054851,1.1582,14.82,73.52,62.49,0.048314,1.02,12.94
15.0,110.27,1460,1005,0.054851,1.1582,14.82,73.52,62.49,0.048314,1.02,12.94
15.0,110.27,1460,1005,0.054851,1.1582,14.82,73.52,62.49,0.048314,1.02,12.94
15.0,47.53,730,502,0.054851,1.1582,14.82,31.69,26.94,0.047524,1.0,12.72
15.0,148.84,1825,1257,0.054851,1.1582,14.82,99.23,84.35,0.048671,1.03,13.05
15.0,76.93,1095,755,0.054851,1.1582,14.82,51.29,43.59,0.047935,1.01,12.84
17.5,25.71,365,250,0.054851,1.1582,14.82,14.69,12.12,0.045777,0.97,12.22
17.5,25.71,365,250,0.054851,1.1582,14.82,14.69,12.12,0.045777,0.97,12.22
17.5,25.71,365,250,0.054851,1.1582,14.82,14.69,12.12,0.045777,0.97,12.22
15.0,148.84,1825,1257,0.054851,1.1582,14.82,99.23,84.35,0.048671,1.03,13.05
15.0,76.93,1095,755,0.054851,1.1582,14.82,51.29,43.59,0.047935,1.01,12.84
15.0,76.93,1095,755,0.054851,1.1582,14.82,51.29,43.59,0.047935,1.01,12.84
15.0,47.53,730,502,0.054851,1.1582,14.82,31.69,26.94,0.047524,1.0,12.72
15.0,76.93,1095,755,0.054851,1.1582,14.82,51.29,43.59,0.047935,1.01,12.84
15.0,76.93,1095,755,0.054851,1.1582,14.82,51.29,43.59,0.047935,1.01,12.84
15.0,192.57,2190,1506,0.054851,1.1582,14.82,128.38,109.12,0.048999,1.03,13.14
15.0,110.27,1460,1005,0.054851,1.1582,14.82,73.52,62.49,0.048314,1.02,12.94
15.0,110.27,1460,1005,0.054851,1.1582,14.82,73.52,62.49,0.048314,1.02,12.94
15.0,110.27,1460,1005,0.054851,1.1582,14.82,73.52,62.49,0.048314,1.02,12.94
17.5,25.71,365,250,0.054851,1.1582,14.82,14.69,12.12,0.045777,0.97,12.22
15.0,76.93,1095,755,0.054851,1.1582,14.82,51.29,43.59,0.047935,1.01,12.84
