code,resultAbsoluteValue,dateCom,paymentDividend,earningType,dy
EMBR3,"0,05000000",17/12/2012,11/01/2013,JCP,"0,38"
FLRY3,"0,10237159",17/12/2012,28/12/2012,JCP,"0,87"
WEGE3,"0,01735294",18/12/2012,13/03/2013,JCP,"0,22"
LREN3,"0,03286000",19/12/2012,26/04/2013,JCP,"0,25"
TAEE11,"0,46444269",19/12/2012,27/12/2012,Dividendo,"4,43"
CMIG4,"0,46912315",21/12/2012,05/03/2013,Dividendo,"5,55"
CMIG4,"0,99688669",21/12/2012,31/10/2013,JCP,"11,80"
CMIG4,"1,40736945",21/12/2012,15/01/2013,Dividendo,"16,66"
CMIG4,"0,80454620",21/12/2012,05/03/2013,JCP,"9,52"
CMIG4,"0,19234049",21/12/2012,27/06/2013,JCP,"2,28"
BBDC3,"0,51255774",25/12/2012,07/03/2013,JCP,"0,00"
BBDC4,"0,56381351",25/12/2012,07/03/2013,JCP,"0,00"
ITSA4,"0,09700000",25/12/2012,28/06/2013,JCP,"0,00"
ITSA4,"0,11000000",25/12/2012,28/06/2013,JCP,"0,00"
ITUB4,"0,20800000",25/12/2012,14/03/2013,JCP,"0,00"
TOTS3,"0,08290533",25/12/2012,17/01/2013,JCP,"0,00"
ARZZ3,"0,02777302",01/01/2013,31/01/2013,JCP,"0,00"
BRFS3,"0,20084501",01/01/2013,15/02/2013,JCP,"0,00"
RENT3,"0,02661192",01/01/2013,08/02/2013,JCP,"0,00"
BBDC3,"0,01881799",02/01/2013,01/02/2013,JCP,"0,11"
BBDC4,"0,02069979",02/01/2013,01/02/2013,JCP,"0,12"
CPLE6,"0,05272000",02/01/2013,15/01/2013,JCP,"0,17"
VIVT3,"1,37791360",21/01/2013,18/02/2013,Dividendo,"3,04"
BBDC3,"0,01881799",01/02/2013,01/03/2013,JCP,"0,11"
BBDC4,"0,02069979",01/02/2013,01/03/2013,JCP,"0,12"
BBDC3,"0,06648566",05/02/2013,07/03/2013,Dividendo,"0,41"
BBDC4,"0,07313422",05/02/2013,07/03/2013,Dividendo,"0,43"
NTCO3,"0,05085477",15/02/2013,17/04/2013,JCP,"0,10"
NTCO3,"1,09367629",15/02/2013,17/04/2013,Dividendo,"2,09"
DXCO3,"0,01178241",19/02/2013,28/02/2013,JCP,"0,10"
EGIE3,"0,88309041",19/02/2013,27/03/2013,Dividendo,"5,47"
WEGE3,"0,05150000",26/02/2013,13/03/2013,Dividendo,"0,70"
UGPA3,"0,33000000",27/02/2013,08/03/2013,Dividendo,"1,29"
ITSA4,"0,01500000",28/02/2013,01/04/2013,Dividendo,"0,24"
BBAS3,"0,25805745",01/03/2013,08/03/2013,Dividendo,"0,97"
BBDC3,"0,01881799",01/03/2013,01/04/2013,JCP,"0,11"
BBDC4,"0,02069979",01/03/2013,01/04/2013,JCP,"0,12"
GGBR4,"0,02000000",04/03/2013,14/03/2013,Dividendo,"0,13"
GOAU4,"0,02000000",04/03/2013,14/03/2013,Dividendo,"0,10"
ITUB4,"0,25493333",05/03/2013,14/03/2013,JCP,"1,60"
TOTS3,"0,16044967",05/03/2013,10/04/2013,Dividendo,"0,37"
MULT3,"0,32966150",06/03/2013,21/05/2013,Dividendo,"1,68"
BBAS3,"0,26492779",11/03/2013,28/03/2013,JCP,"0,98"
CIEL3,"1,22788229",14/03/2013,28/03/2013,Dividendo,"8,87"
CIEL3,"0,05488498",14/03/2013,28/03/2013,JCP,"0,40"
LREN3,"0,02224000",15/03/2013,26/04/2013,JCP,"0,19"
COGN3,"0,16718911",20/03/2013,15/04/2013,Dividendo,"2,74"
RENT3,"0,02445427",20/03/2013,03/05/2013,JCP,"0,22"
EMBR3,"0,04000000",21/03/2013,11/04/2013,JCP,"0,23"
ALPA4,"0,06930624",22/03/2013,17/04/2013,Dividendo,"0,81"
ALPA4,"0,05971842",22/03/2013,17/04/2013,JCP,"0,70"
RADL3,"0,00205820",22/03/2013,-,JCP,"0,01"
WEGE3,"0,01617647",26/03/2013,21/08/2013,JCP,"0,21"
SBSP3,"2,34500000",28/03/2013,21/06/2013,JCP,"7,48"
BBDC3,"0,01881799",01/04/2013,02/05/2013,JCP,"0,10"
BBDC4,"0,02069979",01/04/2013,02/05/2013,JCP,"0,12"
CSNA3,"0,08436380",01/04/2013,25/04/2013,JCP,"0,88"
CSNA3,"0,07338920",01/04/2013,05/07/2013,JCP,"0,76"
CSNA3,"0,20576000",01/04/2013,29/05/2013,JCP,"2,14"
ENBR3,"0,40822306",10/04/2013,17/06/2013,Dividendo,"3,36"
ENBR3,"0,27424069",10/04/2013,17/06/2013,JCP,"2,26"
ENBR3,"0,09606594",10/04/2013,17/06/2013,Dividendo,"0,79"
VIIA3,"0,01450000",12/04/2013,07/06/2013,Dividendo,"0,25"
VALE3,"0,15360808",16/04/2013,30/04/2013,Dividendo,"0,46"
VALE3,"0,71043735",16/04/2013,30/04/2013,JCP,"2,89"
VIVT3,"1,25162036",16/04/2013,26/11/2013,Dividendo,"2,66"
PCAR3,"0,59371643",17/04/2013,24/06/2013,Dividendo,"0,58"
RAIL3,"0,08250000",17/04/2013,14/06/2013,Dividendo,"0,24"
SLCE3,"0,15492100",17/04/2013,02/05/2013,Dividendo,"1,86"
CCRO3,"0,05707733",18/04/2013,30/04/2013,Dividendo,"0,29"
LREN3,"0,29822000",18/04/2013,26/04/2013,Dividendo,"2,53"
BRFS3,"0,05205085",19/04/2013,30/04/2013,Dividendo,"0,11"
COGN3,"0,05670854",19/04/2013,30/04/2013,Dividendo,"0,90"
CPFE3,"0,47377872",19/04/2013,30/04/2013,Dividendo,"2,33"
ALSO3,"0,35000000",25/04/2013,15/05/2013,Dividendo,"1,29"
EZTC3,"0,54414739",26/04/2013,29/11/2013,Dividendo,"2,70"
JBSS3,"0,05951000",26/04/2013,14/05/2013,Dividendo,"1,00"
BRAP4,"0,26598250",29/04/2013,15/05/2013,Dividendo,"1,04"
BRAP4,"0,38414999",29/04/2013,15/05/2013,JCP,"1,51"
PETR3,"0,13719000",29/04/2013,30/08/2013,JCP,"0,72"
PETR3,"0,13431000",29/04/2013,27/05/2013,JCP,"0,70"
PETR4,"0,39443000",29/04/2013,30/08/2013,JCP,"1,93"
PETR4,"0,38617000",29/04/2013,27/05/2013,JCP,"1,89"
RENT3,"0,00862867",29/04/2013,18/06/2013,Dividendo,"0,09"
CMIG4,"0,71430274",30/04/2013,27/06/2013,Dividendo,"7,69"
CMIG4,"0,29320197",30/04/2013,18/07/2013,Dividendo,"3,16"
CMIG4,"0,42110077",30/04/2013,19/12/2013,Dividendo,"4,53"
CYRE3,"0,50390071",30/04/2013,28/06/2013,Dividendo,"2,77"
ELET3,"0,40850000",30/04/2013,20/09/2013,JCP,"7,51"
ELET6,"1,67180000",30/04/2013,20/09/2013,JCP,"15,86"
EQTL3,"0,03400000",30/04/2013,13/12/2013,Dividendo,"0,16"
HYPE3,"0,16302000",30/04/2013,10/05/2013,Dividendo,"1,01"
PRIO3,"0,00480000",30/04/2013,05/12/2013,Dividendo,"0,02"
SUZB3,"0,08611000",30/04/2013,10/05/2013,Dividendo,"1,33"
TAEE11,"1,04292090",30/04/2013,10/06/2013,Dividendo,"9,30"
YDUQ3,"0,26770000",30/04/2013,28/06/2013,Dividendo,"1,68"
ELET3,"0,39921084",01/05/2013,20/09/2013,JCP,"0,00"
ELET6,"1,63369244",01/05/2013,20/09/2013,JCP,"0,00"
EQTL3,"0,03400000",01/05/2013,13/12/2013,Dividendo,"0,00"
BBDC3,"0,01881799",02/05/2013,03/06/2013,JCP,"0,10"
BBDC4,"0,02069979",02/05/2013,03/06/2013,JCP,"0,12"
PCAR3,"0,11818200",03/05/2013,16/05/2013,Dividendo,"0,11"
EMBR3,"0,04133700",06/05/2013,17/05/2013,Dividendo,"0,24"
TIMS3,"0,30740000",10/05/2013,12/06/2013,Dividendo,"3,69"
COGN3,"0,15271457",14/05/2013,07/06/2013,Dividendo,"2,04"
MRVE3,"0,26240000",15/05/2013,17/06/2013,Dividendo,"4,30"
ALPA4,"0,04955782",17/05/2013,19/06/2013,JCP,"0,45"
GGBR4,"0,02000000",17/05/2013,29/05/2013,Dividendo,"0,15"
GOAU4,"0,02000000",17/05/2013,29/05/2013,Dividendo,"0,11"
BBAS3,"0,09821015",21/05/2013,31/05/2013,Dividendo,"0,37"
ITSA4,"0,01500000",31/05/2013,01/07/2013,Dividendo,"0,24"
BBDC3,"0,01881799",03/06/2013,01/07/2013,JCP,"0,10"
BBDC4,"0,02069979",03/06/2013,01/07/2013,JCP,"0,12"
BBAS3,"0,28198231",11/06/2013,28/06/2013,JCP,"1,21"
LREN3,"0,02286000",19/06/2013,28/04/2014,JCP,"0,21"
EMBR3,"0,04000000",24/06/2013,18/07/2013,JCP,"0,20"
WEGE3,"0,01764706",25/06/2013,21/08/2013,JCP,"0,22"
BBDC3,"0,18825356",27/06/2013,18/07/2013,JCP,"1,20"
BBDC4,"0,20707891",27/06/2013,18/07/2013,JCP,"1,40"
MULT3,"0,23826806",27/06/2013,22/08/2013,JCP,"1,37"
ARZZ3,"0,10000000",28/06/2013,31/07/2013,JCP,"0,29"
BRFS3,"0,41230000",28/06/2013,15/08/2013,JCP,"0,85"
RENT3,"0,02480371",28/06/2013,14/08/2013,JCP,"0,25"
BBDC3,"0,01881799",01/07/2013,10/08/2013,JCP,"0,12"
BBDC4,"0,02069979",01/07/2013,10/08/2013,JCP,"0,14"
ARZZ3,"0,02287951",09/07/2013,31/07/2013,JCP,"0,00"
DXCO3,"0,15762983",22/07/2013,15/08/2013,JCP,"1,31"
ARZZ3,"0,15034360",29/07/2013,02/09/2013,Dividendo,"0,40"
WEGE3,"0,04625000",30/07/2013,21/08/2013,Dividendo,"0,56"
CSAN3,"0,18517133",31/07/2013,13/08/2013,Dividendo,"0,49"
NTCO3,"0,06398709",31/07/2013,15/08/2013,JCP,"0,14"
NTCO3,"0,78403001",31/07/2013,15/08/2013,Dividendo,"1,74"
PCAR3,"0,13000000",31/07/2013,13/08/2013,Dividendo,"0,13"
SMTO3,"0,26730200",31/07/2013,15/08/2013,Dividendo,"3,27"
BBDC3,"0,01881799",01/08/2013,02/09/2013,JCP,"0,12"
BBDC4,"0,02069979",01/08/2013,02/09/2013,JCP,"0,14"
TOTS3,"0,04424380",01/08/2013,28/08/2013,JCP,"0,12"
ITSA4,"0,07100000",06/08/2013,21/08/2013,JCP,"1,27"
ITUB4,"0,18493333",06/08/2013,21/08/2013,JCP,"1,28"
CSNA3,"0,06172966",07/08/2013,15/08/2013,JCP,"0,95"
CSNA3,"0,14403587",07/08/2013,15/08/2013,Dividendo,"2,22"
UGPA3,"0,33000000",07/08/2013,16/08/2013,Dividendo,"1,23"
COGN3,"0,08822751",08/08/2013,30/08/2013,Dividendo,"1,11"
ENGI11,"0,11650000",09/08/2013,21/08/2013,Dividendo,"1,23"
GGBR4,"0,07000000",12/08/2013,21/08/2013,Dividendo,"0,45"
GOAU4,"0,11000000",12/08/2013,21/08/2013,JCP,"0,56"
ALPA4,"0,05379140",16/08/2013,18/09/2013,JCP,"0,56"
EGIE3,"1,17591307",16/08/2013,23/09/2013,Dividendo,"6,99"
BBSE3,"0,00586391",19/08/2013,30/08/2013,Rend. Tributado,"0,05"
BBSE3,"0,40892406",19/08/2013,30/08/2013,Dividendo,"2,24"
BBAS3,"0,76911861",22/08/2013,30/08/2013,Dividendo,"3,50"
CPFE3,"0,37728213",22/08/2013,01/10/2013,Dividendo,"2,02"
ITSA4,"0,01500000",30/08/2013,01/10/2013,Dividendo,"0,27"
VIVT3,"0,18372181",30/08/2013,26/11/2013,JCP,"0,45"
BBAS3,"0,31327996",11/09/2013,30/09/2013,JCP,"1,30"
CIEL3,"0,06289788",13/09/2013,30/09/2013,JCP,"0,38"
CIEL3,"1,00751212",13/09/2013,30/09/2013,Dividendo,"6,06"
LREN3,"0,02362000",18/09/2013,28/04/2014,JCP,"0,20"
EMBR3,"0,04000000",23/09/2013,16/10/2013,JCP,"0,22"
RADL3,"0,00332944",23/09/2013,-,JCP,"0,02"
WEGE3,"0,01911765",24/09/2013,12/03/2014,JCP,"0,23"
CCRO3,"0,68000000",26/09/2013,31/10/2013,Dividendo,"3,75"
MULT3,"0,23940828",26/09/2013,19/11/2013,JCP,"1,34"
VIIA3,"0,64430000",26/09/2013,-,Dividendo,"11,21"
RENT3,"0,02332262",30/09/2013,14/11/2013,JCP,"0,22"
VIVT3,"0,18372181",30/09/2013,26/11/2013,JCP,"0,43"
BBDC3,"0,01881799",01/10/2013,01/11/2013,JCP,"0,10"
BBDC4,"0,02069979",01/10/2013,01/11/2013,JCP,"0,13"
VALE3,"0,12060543",17/10/2013,31/10/2013,Dividendo,"0,33"
VALE3,"0,82373203",17/10/2013,31/10/2013,JCP,"2,27"
VIIA3,"0,56510000",18/10/2013,08/11/2013,Dividendo,"7,93"
PCAR3,"0,11818200",25/10/2013,07/11/2013,Dividendo,"0,11"
RENT3,"0,40066602",31/10/2013,13/11/2013,Dividendo,"3,44"
VIVT3,"0,44928334",31/10/2013,26/11/2013,JCP,"1,02"
VIVT3,"0,62298397",31/10/2013,26/11/2013,Dividendo,"1,41"
BBDC3,"0,01881799",01/11/2013,02/12/2013,JCP,"0,10"
BBDC4,"0,02069979",01/11/2013,02/12/2013,JCP,"0,12"
FLRY3,"0,11699710",06/11/2013,21/11/2013,Dividendo,"1,38"
COGN3,"0,11355094",07/11/2013,21/11/2013,Dividendo,"1,25"
GGBR4,"0,12000000",11/11/2013,22/11/2013,JCP,"0,66"
CSNA3,"0,27435405",13/11/2013,28/11/2013,Dividendo,"2,25"
CSNA3,"0,06858851",13/11/2013,28/11/2013,JCP,"0,56"
ALPA4,"0,05428947",15/11/2013,18/12/2013,JCP,"0,00"
BBAS3,"0,06661474",21/11/2013,29/11/2013,Dividendo,"0,26"
EGIE3,"0,37503321",25/11/2013,28/02/2014,JCP,"1,98"
CPLE6,"0,05568800",26/11/2013,16/12/2013,Dividendo,"0,18"
CPLE6,"0,06911100",26/11/2013,16/12/2013,JCP,"0,22"
ITSA4,"0,01500000",29/11/2013,02/01/2014,Dividendo,"0,24"
BBDC3,"0,01881799",02/12/2013,02/01/2014,JCP,"0,11"
BBDC4,"0,02069979",02/12/2013,02/01/2014,JCP,"0,13"
CMIG4,"0,55405805",05/12/2013,19/12/2013,JCP,"3,97"
FLRY3,"0,12796449",09/12/2013,20/12/2013,Dividendo,"1,32"
BBAS3,"0,30928543",11/12/2013,30/12/2013,JCP,"1,29"
RADL3,"0,00847494",12/12/2013,30/05/2014,JCP,"0,05"
TAEE11,"0,55152570",12/12/2013,20/12/2013,JCP,"5,28"
TAEE11,"0,60958103",12/12/2013,20/12/2013,Dividendo,"5,83"
DXCO3,"0,12228394",16/12/2013,30/04/2014,JCP,"1,06"
EMBR3,"0,09000000",16/12/2013,10/01/2014,JCP,"0,49"
MULT3,"0,23960319",17/12/2013,12/02/2014,JCP,"1,48"
WEGE3,"0,02117647",17/12/2013,12/03/2014,JCP,"0,23"
ARZZ3,"0,01780500",18/12/2013,30/12/2013,JCP,"0,06"
ENBR3,"0,06137834",18/12/2013,12/12/2014,JCP,"0,57"
LREN3,"0,02389800",18/12/2013,28/04/2014,JCP,"0,24"
PRIO3,"0,00420000",18/12/2013,30/12/2013,Dividendo,"0,09"
ITSA4,"0,08600000",20/12/2013,28/02/2014,JCP,"1,43"
ITUB4,"0,13573333",20/12/2013,28/02/2014,JCP,"0,86"
BBDC3,"0,32256799",25/12/2013,07/03/2014,JCP,"0,00"
BBDC4,"0,35482479",25/12/2013,07/03/2014,JCP,"0,00"
TOTS3,"0,03747961",25/12/2013,15/01/2014,JCP,"0,00"
ARZZ3,"0,10000000",27/12/2013,31/01/2014,JCP,"0,34"
BRFS3,"0,41920000",30/12/2013,14/02/2014,JCP,"0,86"
RENT3,"0,02692225",30/12/2013,10/02/2014,JCP,"0,28"
VIVT3,"0,63467535",30/12/2013,14/02/2014,JCP,"2,46"
BBDC3,"0,01881799",02/01/2014,03/02/2014,JCP,"0,11"
BBDC4,"0,02069979",02/01/2014,03/02/2014,JCP,"0,14"
ABEV3,"0,10000000",14/01/2014,23/01/2014,Dividendo,"0,70"
ABEV3,"0,15400000",14/01/2014,23/01/2014,JCP,"1,07"
BBDC3,"0,01881799",03/02/2014,05/03/2014,JCP,"0,13"
BBDC4,"0,02069979",03/02/2014,05/03/2014,JCP,"0,16"
BBDC3,"0,19382669",10/02/2014,07/03/2014,Dividendo,"1,31"
BBDC4,"0,21320936",10/02/2014,07/03/2014,Dividendo,"1,56"
BBAS3,"0,13022319",13/02/2014,24/02/2014,Dividendo,"0,63"
BBSE3,"0,58057704",14/02/2014,26/02/2014,Dividendo,"2,44"
BBSE3,"0,00907304",14/02/2014,26/02/2014,Rend. Tributado,"0,06"
DXCO3,"0,10462524",17/02/2014,28/02/2014,JCP,"1,01"
ITUB4,"0,34906667",18/02/2014,28/02/2014,JCP,"2,25"
NTCO3,"0,05217029",19/02/2014,16/04/2014,JCP,"0,15"
NTCO3,"1,10457905",19/02/2014,16/04/2014,Dividendo,"3,20"
MGLU3,"0,00205261",20/02/2014,30/04/2014,JCP,"0,03"
WEGE3,"0,06575017",25/02/2014,12/03/2014,Dividendo,"0,76"
UGPA3,"0,35500000",26/02/2014,12/03/2014,Dividendo,"1,35"
ENGI11,"0,41000000",27/02/2014,12/03/2014,Dividendo,"3,42"
CSNA3,"0,29150118",04/03/2014,11/03/2014,Dividendo,"0,00"
ITSA4,"0,01500000",04/03/2014,01/04/2014,Dividendo,"0,00"
BBDC3,"0,01881799",05/03/2014,01/04/2014,JCP,"0,13"
BBDC4,"0,02069979",05/03/2014,01/04/2014,JCP,"0,15"
GGBR4,"0,07000000",05/03/2014,17/03/2014,Dividendo,"0,49"
GOAU4,"0,08000000",05/03/2014,17/03/2014,Dividendo,"0,45"
VIVT3,"0,87100841",10/03/2014,27/03/2014,Dividendo,"2,27"
BBAS3,"0,31463831",11/03/2014,31/03/2014,JCP,"1,56"
CIEL3,"0,05860555",14/03/2014,31/03/2014,JCP,"0,31"
CIEL3,"1,16551198",14/03/2014,31/03/2014,Dividendo,"6,12"
TOTS3,"0,23675570",14/03/2014,10/04/2014,Dividendo,"0,76"
COGN3,"0,10324008",18/03/2014,31/03/2014,Dividendo,"0,88"
LREN3,"0,02758000",18/03/2014,24/04/2015,JCP,"0,28"
KLBN11,"0,49165000",20/03/2014,09/04/2014,Dividendo,"5,46"
ALPA4,"0,05702885",21/03/2014,16/04/2014,JCP,"0,64"
ALPA4,"0,08143420",21/03/2014,25/04/2014,Dividendo,"0,91"
RADL3,"0,00467938",21/03/2014,-,JCP,"0,03"
EMBR3,"0,05000000",24/03/2014,09/04/2014,JCP,"0,25"
WEGE3,"0,02088235",25/03/2014,13/08/2014,JCP,"0,22"
RENT3,"0,02230003",31/03/2014,14/05/2014,JCP,"0,21"
BBDC3,"0,01881799",01/04/2014,02/05/2014,JCP,"0,11"
BBDC4,"0,02069979",01/04/2014,02/05/2014,JCP,"0,13"
ABEV3,"0,13000000",02/04/2014,25/04/2014,Dividendo,"0,76"
PETR3,"0,52170000",02/04/2014,25/04/2014,JCP,"3,45"
PETR4,"0,96720000",02/04/2014,25/04/2014,JCP,"6,22"
PETR4,"0,03037000",02/04/2014,25/04/2014,Rend. Tributado,"0,21"
SBSP3,"0,78633094",07/04/2014,27/06/2014,JCP,"3,81"
BRKM5,"0,60618880",09/04/2014,23/04/2014,Dividendo,"3,73"
RAIL3,"0,00450000",10/04/2014,09/06/2014,Dividendo,"0,02"
TIMS3,"0,17445000",10/04/2014,11/06/2014,Dividendo,"1,42"
TIMS3,"0,17445000",10/04/2014,11/09/2014,Dividendo,"1,80"
VALE3,"0,89890413",14/04/2014,30/04/2014,JCP,"2,74"
CCRO3,"0,05707733",15/04/2014,30/04/2014,Dividendo,"0,33"
PCAR3,"0,53539535",16/04/2014,13/06/2014,Dividendo,"0,51"
SLCE3,"0,38839900",16/04/2014,14/05/2014,Dividendo,"4,08"
LREN3,"0,16725600",21/04/2014,28/04/2014,Dividendo,"0,00"
MGLU3,"0,00335496",22/04/2014,30/04/2014,Dividendo,"0,05"
VIVT3,"0,11068284",23/04/2014,27/05/2014,Dividendo,"0,28"
CPLE6,"0,09036600",24/04/2014,28/05/2014,Dividendo,"0,29"
ARZZ3,"0,23572876",25/04/2014,15/05/2014,Dividendo,"0,98"
EQTL3,"0,01800000",25/04/2014,12/12/2014,Dividendo,"0,09"
BRAP4,"0,36346499",28/04/2014,15/05/2014,JCP,"1,82"
BRAP4,"0,46116467",28/04/2014,15/05/2014,Dividendo,"2,31"
CVCB3,"0,11369408",28/04/2014,09/05/2014,Dividendo,"0,70"
CYRE3,"0,42307125",28/04/2014,27/06/2014,Dividendo,"3,19"
EMBR3,"0,06684940",28/04/2014,13/05/2014,Dividendo,"0,36"
FLRY3,"0,63982246",28/04/2014,28/05/2014,Dividendo,"8,25"
ALSO3,"0,45500000",29/04/2014,15/05/2014,Dividendo,"2,54"
CPFE3,"0,59006220",29/04/2014,08/05/2014,Dividendo,"3,33"
ELET3,"0,39921084",29/04/2014,-,JCP,"5,00"
ELET6,"1,63369244",29/04/2014,-,JCP,"12,92"
ENBR3,"0,06317800",29/04/2014,12/12/2014,Dividendo,"0,66"
ENBR3,"0,65397400",29/04/2014,28/10/2014,Dividendo,"6,82"
CMIG4,"0,89210254",30/04/2014,30/12/2014,Dividendo,"8,97"
CSAN3,"0,09277500",30/04/2014,20/05/2014,Dividendo,"0,27"
ELET3,"0,41240000",30/04/2014,29/05/2014,JCP,"5,31"
ELET6,"1,68770000",30/04/2014,29/05/2014,JCP,"13,36"
EZTC3,"0,94852726",30/04/2014,28/11/2014,Dividendo,"4,72"
JBSS3,"0,07674534",30/04/2014,02/06/2014,Dividendo,"1,00"
RENT3,"0,06179256",30/04/2014,16/05/2014,Dividendo,"0,64"
SUZB3,"0,10545000",30/04/2014,12/05/2014,Dividendo,"1,61"
TAEE11,"1,20077655",30/04/2014,28/05/2014,Dividendo,"11,09"
YDUQ3,"0,19807416",30/04/2014,30/06/2014,Dividendo,"0,83"
CSAN3,"0,09281287",01/05/2014,20/05/2014,Dividendo,"0,00"
ELET3,"0,39921084",01/05/2014,29/05/2014,JCP,"0,00"
ELET6,"1,63369244",01/05/2014,29/05/2014,JCP,"0,00"
BBDC3,"0,01881799",02/05/2014,02/06/2014,JCP,"0,10"
BBDC4,"0,02069979",02/05/2014,02/06/2014,JCP,"0,12"
PCAR3,"0,12727200",05/05/2014,15/05/2014,Dividendo,"0,12"
COGN3,"0,24321982",13/05/2014,26/05/2014,Dividendo,"1,74"
MRVE3,"0,30058394",15/05/2014,16/06/2014,Dividendo,"4,91"
ALPA4,"0,05320277",16/05/2014,03/07/2014,JCP,"0,56"
BBAS3,"0,08121742",19/05/2014,30/05/2014,Dividendo,"0,34"
GGBR4,"0,07000000",21/05/2014,30/05/2014,JCP,"0,52"
GOAU4,"0,11000000",21/05/2014,30/05/2014,JCP,"0,67"
ITSA4,"0,01500000",30/05/2014,01/07/2014,Dividendo,"0,24"
BBAS3,"0,32104089",12/06/2014,30/06/2014,JCP,"0,00"
LREN3,"0,02824000",17/06/2014,24/04/2015,JCP,"0,24"
ARZZ3,"0,13803814",20/06/2014,30/06/2014,JCP,"0,49"
EMBR3,"0,05000000",23/06/2014,17/07/2014,JCP,"0,25"
RADL3,"0,01295454",23/06/2014,-,JCP,"0,07"
BBDC3,"0,18820140",24/06/2014,18/07/2014,JCP,"1,04"
BBDC4,"0,20702154",24/06/2014,18/07/2014,JCP,"1,15"
WEGE3,"0,01764706",24/06/2014,13/08/2014,JCP,"0,16"
CMIG4,"0,87420859",27/06/2014,08/07/2014,Dividendo,"5,54"
CMIG4,"0,48001999",27/06/2014,30/09/2014,Dividendo,"3,04"
BRFS3,"0,41421437",30/06/2014,15/08/2014,JCP,"0,78"
MULT3,"0,37265147",30/06/2014,18/11/2014,JCP,"2,20"
BBDC3,"0,01881799",01/07/2014,01/08/2014,JCP,"0,11"
BBDC4,"0,02069979",01/07/2014,01/08/2014,JCP,"0,12"
RENT3,"0,02400015",01/07/2014,28/08/2014,JCP,"0,21"
COGN3,"1,11721150",03/07/2014,21/07/2014,Dividendo,"7,28"
COGN3,"0,34074949",03/07/2014,20/08/2014,Dividendo,"2,22"
WEGE3,"0,03884674",22/07/2014,13/08/2014,Dividendo,"0,36"
ABEV3,"0,06000000",28/07/2014,28/08/2014,Dividendo,"0,37"
ABEV3,"0,10000000",28/07/2014,28/08/2014,JCP,"0,61"
ARZZ3,"0,12483905",28/07/2014,29/08/2014,Dividendo,"0,39"
DXCO3,"0,10970461",30/07/2014,15/08/2014,JCP,"1,33"
NTCO3,"0,06472060",30/07/2014,14/08/2014,JCP,"0,18"
NTCO3,"0,54043119",30/07/2014,14/08/2014,Dividendo,"1,49"
SMTO3,"0,35954437",31/07/2014,15/08/2014,Dividendo,"2,87"
VIVT3,"0,24885955",31/07/2014,19/12/2014,JCP,"0,64"
BBDC3,"0,01881799",01/08/2014,01/09/2014,JCP,"0,10"
BBDC4,"0,02069979",01/08/2014,01/09/2014,JCP,"0,11"
PCAR3,"0,12727200",01/08/2014,13/08/2014,Dividendo,"0,12"
TOTS3,"0,04447651",01/08/2014,20/08/2014,JCP,"0,11"
GGBR4,"0,06000000",11/08/2014,21/08/2014,Dividendo,"0,46"
GOAU4,"0,07000000",11/08/2014,21/08/2014,Dividendo,"0,44"
KLBN11,"0,16590000",11/08/2014,20/08/2014,Dividendo,"1,84"
ITSA4,"0,08200000",13/08/2014,25/08/2014,JCP,"1,17"
UGPA3,"0,35500000",13/08/2014,22/08/2014,Dividendo,"1,31"
ALPA4,"0,05451618",15/08/2014,08/10/2014,JCP,"0,64"
BBSE3,"0,59766140",18/08/2014,29/08/2014,Dividendo,"1,74"
BBSE3,"0,01089602",18/08/2014,29/08/2014,Rend. Tributado,"0,05"
BBAS3,"0,07736976",19/08/2014,29/08/2014,Dividendo,"0,26"
ENGI11,"0,28000000",19/08/2014,11/09/2014,Dividendo,"2,24"
ITSA4,"0,01500000",29/08/2014,01/10/2014,Dividendo,"0,18"
VIVT3,"0,25001616",29/08/2014,19/12/2014,JCP,"0,60"
BBDC3,"0,01881799",01/09/2014,01/10/2014,JCP,"0,09"
BBDC4,"0,02069979",01/09/2014,01/10/2014,JCP,"0,10"
CPFE3,"0,43874673",04/09/2014,01/10/2014,Dividendo,"2,15"
BBAS3,"0,33652177",11/09/2014,30/09/2014,JCP,"1,05"
CIEL3,"0,04265274",12/09/2014,30/09/2014,JCP,"0,19"
CIEL3,"0,63650046",12/09/2014,30/09/2014,Dividendo,"2,77"
LREN3,"0,02896000",17/09/2014,24/04/2015,JCP,"0,25"
EMBR3,"0,05000000",22/09/2014,10/10/2014,JCP,"0,22"
RADL3,"0,01336224",22/09/2014,29/05/2015,JCP,"0,07"
WEGE3,"0,01794118",23/09/2014,11/03/2015,JCP,"0,16"
CCRO3,"0,73590000",26/09/2014,31/10/2014,Dividendo,"4,10"
TAEE11,"1,16110673",26/09/2014,06/10/2014,Dividendo,"9,64"
RENT3,"0,02553958",30/09/2014,19/11/2014,JCP,"0,23"
VIVT3,"0,20891425",30/09/2014,19/12/2014,JCP,"0,50"
BBDC3,"0,01881799",01/10/2014,03/11/2014,JCP,"0,11"
BBDC4,"0,02069979",01/10/2014,03/11/2014,JCP,"0,12"
EGIE3,"0,70745837",11/10/2014,11/09/2014,Dividendo,"3,92"
EGIE3,"0,58233402",11/10/2014,26/11/2014,Dividendo,"0,00"
CSAN3,"0,09240000",14/10/2014,31/10/2014,Dividendo,"0,25"
VALE3,"0,65083563",16/10/2014,31/10/2014,JCP,"2,38"
